MSE	Model	times
0.139927485506728	Climate-only	0-742 kya
0.136677874572874	Climate-only	0-742 kya
0.114691811772619	Climate-only	0-742 kya
0.113169561607689	Climate-only	0-742 kya
0.110049271485158	Climate-only	0-742 kya
0.107968468721513	Climate-only	0-742 kya
0.099317518842611	Climate-only	0-742 kya
0.108327272623697	Climate-only	0-742 kya
0.115335272828607	Climate-only	0-742 kya
0.124574123519011	Climate-only	0-742 kya
0.165249845830747	Climate-only	0-742 kya
0.201314273015413	Climate-only	0-742 kya
0.138118056044041	Climate-only	0-742 kya
0.127436618260235	Climate-only	0-742 kya
0.114504928064104	Climate-only	0-742 kya
0.166284515219796	Climate-only	0-742 kya
0.171789595345451	Climate-only	0-742 kya
0.11067815995863	Climate-only	0-742 kya
0.105521665198164	Climate-only	0-742 kya
0.100076946404222	Climate-only	0-742 kya
0.161671138590823	Climate-only	0-742 kya
0.14632118206639	Climate-only	0-742 kya
0.132732369813614	Climate-only	0-742 kya
0.154082549103574	Climate-only	0-742 kya
0.177688982913804	Climate-only	0-742 kya
0.133090775675395	Climate-only	0-742 kya
0.129357111418827	Climate-only	0-742 kya
0.236081918060947	Climate-only	0-742 kya
0.193395335925417	Climate-only	0-742 kya
0.317540682137703	Climate-only	0-742 kya
0.151605775739097	Climate-only	0-742 kya
0.191040494139221	Climate-only	0-742 kya
0.161088014065256	Climate-only	0-742 kya
0.268157914386115	Climate-only	0-742 kya
0.14479315180842	Climate-only	0-742 kya
0.161257113517654	Climate-only	0-742 kya
0.230206605631471	Climate-only	0-742 kya
0.110137906861188	Climate-only	0-742 kya
0.149098933284873	Climate-only	0-742 kya
0.327156357168097	Climate-only	0-742 kya
0.119276911292889	Climate-only	0-742 kya
0.114567551189635	Climate-only	0-742 kya
0.16367855072894	Climate-only	0-742 kya
0.278904072341453	Climate-only	0-742 kya
0.113986913159853	Climate-only	0-742 kya
0.150448300923685	Climate-only	0-742 kya
0.134616978543314	Climate-only	0-742 kya
0.101228534650415	Climate-only	0-742 kya
0.134761185361907	Climate-only	0-742 kya
0.171661461848143	Climate-only	0-742 kya
0.142067439280211	Climate-only	0-742 kya
0.106976471684369	Climate-only	0-742 kya
0.0965011923217084	Climate-only	0-742 kya
0.117537243483254	Climate-only	0-742 kya
0.136606549290226	Climate-only	0-742 kya
0.136858530221083	Climate-only	0-742 kya
0.132716577731883	Climate-only	0-742 kya
0.126478519077674	Climate-only	0-742 kya
0.166584421099703	Climate-only	0-742 kya
0.135099508344521	Climate-only	0-742 kya
0.108059377571647	Climate-only	0-742 kya
0.101333924451197	Climate-only	0-742 kya
0.111363846516323	Climate-only	0-742 kya
0.129974132087447	Climate-only	0-742 kya
0.146275708303055	Climate-only	0-742 kya
0.108667319147462	Climate-only	0-742 kya
0.164911717127654	Climate-only	0-742 kya
0.199974532582448	Climate-only	0-742 kya
0.20444048157578	Climate-only	0-742 kya
0.116441245069827	Climate-only	0-742 kya
0.106780749719623	Climate-only	0-742 kya
0.158110968725191	Climate-only	0-742 kya
0.124559774197236	Climate-only	0-742 kya
0.117274298679864	Climate-only	0-742 kya
0.169154091425493	Climate-only	0-742 kya
0.105652722342037	Climate-only	0-742 kya
0.20391482924547	Climate-only	0-742 kya
0.155267741552972	Climate-only	0-742 kya
0.109216893944259	Climate-only	0-742 kya
0.133182818663496	Climate-only	0-742 kya
0.107173577126726	Climate-only	0-742 kya
0.0963650660715958	Climate-only	0-742 kya
0.110957647236521	Climate-only	0-742 kya
0.100531907743709	Climate-only	0-742 kya
0.10018515447605	Climate-only	0-742 kya
0.102711212089008	Climate-only	0-742 kya
0.114346902809915	Climate-only	0-742 kya
0.142831705037946	Climate-only	0-742 kya
0.188975755239077	Climate-only	0-742 kya
0.176649059375745	Climate-only	0-742 kya
0.111059960688287	Climate-only	0-742 kya
0.102347240335311	Climate-only	0-742 kya
0.109078466190476	Climate-only	0-742 kya
0.112544564561703	Climate-only	0-742 kya
0.134836014211799	Climate-only	0-742 kya
0.156046454857647	Climate-only	0-742 kya
0.107453770411745	Climate-only	0-742 kya
0.1787750179803	Climate-only	0-742 kya
0.16756614553838	Climate-only	0-742 kya
0.198869317725127	Climate-only	0-742 kya
0.115775613412163	Climate-only	0-742 kya
0.170992292044232	Climate-only	0-742 kya
0.202435122695232	Climate-only	0-742 kya
0.110122954852036	Climate-only	0-742 kya
0.108015318826893	Climate-only	0-742 kya
0.152028786492693	Climate-only	0-742 kya
0.959909213523341	Climate-only	0-742 kya
0.113859161041368	Climate-only	0-742 kya
0.106347985987106	Climate-only	0-742 kya
0.231854669113886	Climate-only	0-742 kya
1.03999112688187	Climate-only	0-742 kya
0.127059646603667	Climate-only	0-742 kya
0.108886209151523	Climate-only	0-742 kya
0.106125089789944	Climate-only	0-742 kya
0.181040771420939	Climate-only	0-742 kya
0.247743782195482	Climate-only	0-742 kya
0.224343676697173	Climate-only	0-742 kya
0.112405131118306	Climate-only	0-742 kya
0.127310913084589	Climate-only	0-742 kya
0.137477968252043	Climate-only	0-742 kya
0.173010755325316	Climate-only	0-742 kya
0.105128729632341	Climate-only	0-742 kya
0.103220395516356	Climate-only	0-742 kya
0.106529091150448	Climate-only	0-742 kya
0.10890354356499	Climate-only	0-742 kya
0.175584916228737	Climate-only	0-742 kya
0.180915079061359	Climate-only	0-742 kya
0.106873622728871	Climate-only	0-742 kya
0.106214771804341	Climate-only	0-742 kya
0.11211567879723	Climate-only	0-742 kya
0.150585400178024	Climate-only	0-742 kya
0.134768743044523	Climate-only	0-742 kya
0.130605868301113	Climate-only	0-742 kya
0.162975590608605	Climate-only	0-742 kya
0.21141544023451	Climate-only	0-742 kya
0.130343205952909	Climate-only	0-742 kya
0.101395126426798	Climate-only	0-742 kya
0.151338210567458	Climate-only	0-742 kya
0.234380189158321	Climate-only	0-742 kya
0.114886396608958	Climate-only	0-742 kya
0.109752707083862	Climate-only	0-742 kya
0.102874865167172	Climate-only	0-742 kya
0.105484061947754	Climate-only	0-742 kya
0.10477887953636	Climate-only	0-742 kya
0.183009229456979	Climate-only	0-742 kya
0.167852334115072	Climate-only	0-742 kya
0.250651961454129	Climate-only	0-742 kya
0.206330514257054	Climate-only	0-742 kya
0.11187559978624	Climate-only	0-742 kya
0.110392084602752	Climate-only	0-742 kya
0.121159122843257	Climate-only	0-742 kya
0.12930958287073	Climate-only	0-742 kya
0.204727829587774	Climate-only	0-742 kya
0.220863630773701	Climate-only	0-742 kya
0.236316392274753	Climate-only	0-742 kya
0.150420959188688	Climate-only	0-742 kya
0.121533146983043	Climate-only	0-742 kya
0.165319097111115	Climate-only	0-742 kya
0.205357743730748	Climate-only	0-742 kya
0.100916036406729	Climate-only	0-742 kya
0.10125146622077	Climate-only	0-742 kya
0.121332688061837	Climate-only	0-742 kya
0.125139733648829	Climate-only	0-742 kya
0.118568074786607	Climate-only	0-742 kya
0.497041986800762	Climate-only	0-742 kya
0.187671798779795	Climate-only	0-742 kya
0.280584809422253	Climate-only	0-742 kya
0.164953843991871	Climate-only	0-742 kya
0.287466918263809	Climate-only	0-742 kya
0.558281916002283	Climate-only	0-742 kya
0.124331360663317	Climate-only	0-742 kya
0.163899834081263	Climate-only	0-742 kya
0.117485933078001	Climate-only	0-742 kya
0.108817806015203	Climate-only	0-742 kya
0.21146267673299	Climate-only	0-742 kya
0.485650937713155	Climate-only	0-742 kya
0.113107082323007	Climate-only	0-742 kya
0.121824306119931	Climate-only	0-742 kya
0.215563850533042	Climate-only	0-742 kya
0.424330213559288	Climate-only	0-742 kya
0.127131217351075	Climate-only	0-742 kya
0.104433243847111	Climate-only	0-742 kya
0.181101087206826	Climate-only	0-742 kya
0.1392466553032	Climate-only	0-742 kya
0.101901592383899	Climate-only	0-742 kya
0.313002137847727	Climate-only	0-742 kya
0.112088795751028	Climate-only	0-742 kya
0.168376759833183	Climate-only	0-742 kya
0.166054208449194	Climate-only	0-742 kya
0.238989349271436	Climate-only	0-742 kya
0.109819857974329	Climate-only	0-742 kya
0.0996581445118985	Climate-only	0-742 kya
0.113838673188134	Climate-only	0-742 kya
0.115307411054704	Climate-only	0-742 kya
0.124704037466427	Climate-only	0-742 kya
0.317724942981881	Climate-only	0-742 kya
0.191953931580285	Climate-only	0-742 kya
0.0971827270321711	Climate-only	0-742 kya
0.111040205306879	Climate-only	0-742 kya
0.209112356854931	Climate-only	0-742 kya
0.107090895340118	Climate-only	0-742 kya
0.112128481108544	Climate-only	0-742 kya
0.115793549595088	Climate-only	0-742 kya
0.151483791101801	Climate-only	0-742 kya
0.120409156908874	Climate-only	0-742 kya
0.100754277102606	Climate-only	0-742 kya
0.111824476743163	Climate-only	0-742 kya
0.21578563658835	Climate-only	0-742 kya
0.815652382596855	Climate-only	0-742 kya
0.293279183798178	Climate-only	0-742 kya
0.155003960636534	Climate-only	0-742 kya
0.209506605330142	Climate-only	0-742 kya
0.859215759287911	Climate-only	0-742 kya
0.26081590529771	Climate-only	0-742 kya
0.132908686384541	Climate-only	0-742 kya
0.168516948067791	Climate-only	0-742 kya
0.10159965329731	Climate-only	0-742 kya
0.107472998947369	Climate-only	0-742 kya
0.130065299075716	Climate-only	0-742 kya
0.138609315654181	Climate-only	0-742 kya
0.111890458589069	Climate-only	0-742 kya
0.18699949203896	Climate-only	0-742 kya
0.208712906509603	Climate-only	0-742 kya
0.108055311756892	Climate-only	0-742 kya
0.11176732568187	Climate-only	0-742 kya
0.104647438514003	Climate-only	0-742 kya
0.188652803270938	Climate-only	0-742 kya
0.164458438703289	Climate-only	0-742 kya
0.100277723310095	Climate-only	0-742 kya
0.123209381216763	Climate-only	0-742 kya
0.136415396453776	Climate-only	0-742 kya
0.185678967118427	Climate-only	0-742 kya
0.147638766312763	Climate-only	0-742 kya
0.110270693728573	Climate-only	0-742 kya
0.105374379266579	Climate-only	0-742 kya
0.10351537483209	Climate-only	0-742 kya
0.101120973380103	Climate-only	0-742 kya
0.135506405982609	Climate-only	0-742 kya
0.150029415329904	Climate-only	0-742 kya
0.0987155004509352	Climate-only	0-742 kya
0.179048212981909	Climate-only	0-742 kya
0.169769971453708	Climate-only	0-742 kya
0.125872853791753	Climate-only	0-742 kya
0.125510184885667	Climate-only	0-742 kya
0.103593004843875	Climate-only	0-742 kya
0.102396903629941	Climate-only	0-742 kya
0.109524086779281	Climate-only	0-742 kya
0.132428004169088	Climate-only	0-742 kya
0.166533250195774	Climate-only	0-742 kya
0.176198635243004	Climate-only	0-742 kya
0.189713323599251	Climate-only	0-742 kya
0.114341664634665	Climate-only	0-742 kya
0.106556042407361	Climate-only	0-742 kya
0.114869580959264	Climate-only	0-742 kya
0.111576780004813	Climate-only	0-742 kya
0.110724492796149	Climate-only	0-742 kya
0.12431854415347	Climate-only	0-742 kya
0.125649431670814	Climate-only	0-742 kya
0.231183617685523	Climate-only	0-742 kya
0.110248650988523	Climate-only	0-742 kya
0.121222264451821	Climate-only	0-742 kya
0.129224277101735	Climate-only	0-742 kya
0.18129447389549	Climate-only	0-742 kya
0.106994288895514	Climate-only	0-742 kya
0.121569018705205	Climate-only	0-742 kya
0.116532994057567	Climate-only	0-742 kya
0.103065826825374	Climate-only	0-742 kya
0.125798892821849	Climate-only	0-742 kya
0.254588685012981	Climate-only	0-742 kya
0.138880104247519	Climate-only	0-742 kya
0.125817035182933	Climate-only	0-742 kya
0.128912284098418	Climate-only	0-742 kya
0.31160710889579	Climate-only	0-742 kya
0.148742690864267	Climate-only	0-742 kya
0.106474997644741	Climate-only	0-742 kya
0.100955259651386	Climate-only	0-742 kya
0.0980736896304849	Climate-only	0-742 kya
0.134851917125747	Climate-only	0-742 kya
0.329914037224349	Climate-only	0-742 kya
0.146556169482209	Climate-only	0-742 kya
0.121718145182756	Climate-only	0-742 kya
0.145378369424845	Climate-only	0-742 kya
0.335629669468645	Climate-only	0-742 kya
0.134562032796935	Climate-only	0-742 kya
0.104179964858609	Climate-only	0-742 kya
0.109311853801656	Climate-only	0-742 kya
0.104346014000271	Climate-only	0-742 kya
0.134788889026345	Climate-only	0-742 kya
0.171887749953059	Climate-only	0-742 kya
0.124421321207964	Climate-only	0-742 kya
0.114932682931566	Climate-only	0-742 kya
0.159947381249196	Climate-only	0-742 kya
0.183573827446747	Climate-only	0-742 kya
0.101207196719107	Climate-only	0-742 kya
0.101358027756892	Climate-only	0-742 kya
0.108369250963833	Climate-only	0-742 kya
0.109350142663215	Climate-only	0-742 kya
0.122326539001978	Climate-only	0-742 kya
0.34585368131507	Climate-only	0-742 kya
0.146184199266248	Climate-only	0-742 kya
0.333361910181409	Climate-only	0-742 kya
0.155032263808981	Climate-only	0-742 kya
0.433627904958507	Climate-only	0-742 kya
0.169707355185622	Climate-only	0-742 kya
0.112520522293102	Climate-only	0-742 kya
0.153291691318058	Climate-only	0-742 kya
0.124074947875097	Climate-only	0-742 kya
0.109194816881516	Climate-only	0-742 kya
0.463169956406612	Climate-only	0-742 kya
0.136637170874172	Climate-only	0-742 kya
0.113733284979774	Climate-only	0-742 kya
0.155310534865834	Climate-only	0-742 kya
0.493431481873689	Climate-only	0-742 kya
0.120582785717018	Climate-only	0-742 kya
0.258398151243459	Climate-only	0-742 kya
0.121316367317363	Climate-only	0-742 kya
0.151511476827705	Climate-only	0-742 kya
0.185221980385003	Climate-only	0-742 kya
0.16875241278984	Climate-only	0-742 kya
0.146384787079503	Climate-only	0-742 kya
0.110659047506068	Climate-only	0-742 kya
0.105418896433256	Climate-only	0-742 kya
0.122299047795499	Climate-only	0-742 kya
0.131343940697455	Climate-only	0-742 kya
0.143232220691298	Climate-only	0-742 kya
0.128027369757591	Climate-only	0-742 kya
0.150556503510372	Climate-only	0-742 kya
0.162081625512375	Climate-only	0-742 kya
0.175946270661688	Climate-only	0-742 kya
0.218629207280114	Climate-only	0-742 kya
0.294555366232801	Climate-only	0-742 kya
0.216038454225957	Climate-only	0-742 kya
0.125032431040122	Climate-only	0-742 kya
0.181560662839839	Climate-only	0-742 kya
0.147371900352401	Climate-only	0-742 kya
0.126706000544403	Climate-only	0-742 kya
0.198943619146699	Climate-only	0-742 kya
0.419975320684001	Climate-only	0-742 kya
0.146399306298625	Climate-only	0-742 kya
0.115470555411777	Climate-only	0-742 kya
0.160924636845333	Climate-only	0-742 kya
0.460697854447994	Climate-only	0-742 kya
0.118523257273287	Climate-only	0-742 kya
0.137701100883989	Climate-only	0-742 kya
0.122483363415566	Climate-only	0-742 kya
0.112571533447955	Climate-only	0-742 kya
0.163867070270117	Climate-only	0-742 kya
0.542898833606911	Climate-only	0-742 kya
0.205323774189329	Climate-only	0-742 kya
0.15766884279852	Climate-only	0-742 kya
0.211407044657225	Climate-only	0-742 kya
0.314084036446939	Climate-only	0-742 kya
0.104046754285051	Climate-only	0-742 kya
0.0954754568700949	Climate-only	0-742 kya
0.11391227216163	Climate-only	0-742 kya
0.169425051877898	Climate-only	0-742 kya
0.204304715525406	Climate-only	0-742 kya
0.118081887642744	Climate-only	0-742 kya
0.155172720460672	Climate-only	0-742 kya
0.231500160850424	Climate-only	0-742 kya
0.12225268549792	Climate-only	0-742 kya
0.115557596322787	Climate-only	0-742 kya
0.222728225748087	Climate-only	0-742 kya
0.122357083117593	Climate-only	0-742 kya
0.124774719756353	Climate-only	0-742 kya
0.110803992915637	Climate-only	0-742 kya
0.10323009499703	Climate-only	0-742 kya
0.106195482063975	Climate-only	0-742 kya
0.116626987081826	Climate-only	0-742 kya
0.185570587656841	Climate-only	0-742 kya
0.168884286149894	Climate-only	0-742 kya
0.104826730651208	Climate-only	0-742 kya
0.118060375896372	Climate-only	0-742 kya
0.116962792198438	Climate-only	0-742 kya
0.110857051423066	Climate-only	0-742 kya
0.126563654654763	Climate-only	0-742 kya
0.107415390514404	Climate-only	0-742 kya
0.107480729418116	Climate-only	0-742 kya
0.106483547874015	Climate-only	0-742 kya
0.390873295809885	Climate-only	0-742 kya
0.143367809275059	Climate-only	0-742 kya
0.321082743296091	Climate-only	0-742 kya
0.15320926911091	Climate-only	0-742 kya
0.372430638381328	Climate-only	0-742 kya
0.127923274975265	Climate-only	0-742 kya
0.118971909772009	Climate-only	0-742 kya
0.144758577908583	Climate-only	0-742 kya
0.125432081746459	Climate-only	0-742 kya
0.119823731967807	Climate-only	0-742 kya
0.113419609729888	Climate-only	0-742 kya
0.175310982149101	Climate-only	0-742 kya
0.161359701496218	Climate-only	0-742 kya
0.284519498418777	Climate-only	0-742 kya
0.33394628681608	Climate-only	0-742 kya
0.102709309470785	Climate-only	0-742 kya
0.10436999250838	Climate-only	0-742 kya
0.113790635213681	Climate-only	0-742 kya
0.125394448673425	Climate-only	0-742 kya
0.13788965006842	Climate-only	0-742 kya
0.231410132838546	Climate-only	0-742 kya
0.456486726260302	Climate-only	0-742 kya
0.1137295020672	Climate-only	0-742 kya
0.287519969938119	Climate-only	0-742 kya
0.149014610683361	Climate-only	0-742 kya
0.319178378502721	Climate-only	0-742 kya
0.136098552620487	Climate-only	0-742 kya
0.100150401981687	Climate-only	0-742 kya
0.101727287552911	Climate-only	0-742 kya
0.115554007267125	Climate-only	0-742 kya
0.144118241067456	Climate-only	0-742 kya
0.1842870632877	Climate-only	0-742 kya
0.156174992381787	Climate-only	0-742 kya
0.123862323222706	Climate-only	0-742 kya
0.130675766601131	Climate-only	0-742 kya
0.141325833336747	Climate-only	0-742 kya
0.129631709666786	Climate-only	0-742 kya
0.114191341863943	Climate-only	0-742 kya
0.106361432452024	Climate-only	0-742 kya
0.118788873149599	Climate-only	0-742 kya
0.131887991175825	Climate-only	0-742 kya
0.129558846449514	Climate-only	0-742 kya
0.161014495998017	Climate-only	0-742 kya
0.150490594040755	Climate-only	0-742 kya
0.13857095617273	Climate-only	0-742 kya
0.127498337677997	Climate-only	0-742 kya
0.119424405242827	Climate-only	0-742 kya
0.144106105868161	Climate-only	0-742 kya
0.117685770670466	Climate-only	0-742 kya
0.0937747594086627	Climate-only	0-742 kya
0.0980439690971323	Climate-only	0-742 kya
0.115549100759981	Climate-only	0-742 kya
0.121558464387577	Climate-only	0-742 kya
0.153053793762714	Climate-only	0-742 kya
0.165981012412176	Climate-only	0-742 kya
0.146998067231868	Climate-only	0-742 kya
0.116890607647478	Climate-only	0-742 kya
0.10554571117416	Climate-only	0-742 kya
0.110633180510133	Climate-only	0-742 kya
0.1120249991579	Climate-only	0-742 kya
0.119469211480892	Climate-only	0-742 kya
0.115155493402126	Climate-only	0-742 kya
0.11570167994519	Climate-only	0-742 kya
0.202009236912782	Climate-only	0-742 kya
0.204849145687222	Climate-only	0-742 kya
0.132710967163802	Climate-only	0-742 kya
0.12966642334905	Climate-only	0-742 kya
0.128293058079282	Climate-only	0-742 kya
0.11219947592474	Climate-only	0-742 kya
0.132159421509973	Climate-only	0-742 kya
0.178326403878565	Climate-only	0-742 kya
0.10597542030001	Climate-only	0-742 kya
0.113785457774649	Climate-only	0-742 kya
0.696190181829994	Climate-only	0-742 kya
0.138433156216865	Climate-only	0-742 kya
0.138340740560265	Climate-only	0-742 kya
0.195755252465083	Climate-only	0-742 kya
0.797992819354761	Climate-only	0-742 kya
0.189218095266336	Climate-only	0-742 kya
0.290095714714781	Climate-only	0-742 kya
0.127375431070148	Climate-only	0-742 kya
0.119850875267691	Climate-only	0-742 kya
0.238283025086865	Climate-only	0-742 kya
0.516492175611663	Climate-only	0-742 kya
0.27491088811294	Climate-only	0-742 kya
0.178272152390282	Climate-only	0-742 kya
0.220581887438303	Climate-only	0-742 kya
0.113253041141662	Climate-only	0-742 kya
0.106644277186191	Climate-only	0-742 kya
0.112319420672329	Climate-only	0-742 kya
0.113032747765677	Climate-only	0-742 kya
0.172209985708925	Climate-only	0-742 kya
0.124509746751465	Climate-only	0-742 kya
0.12209104213567	Climate-only	0-742 kya
0.116411564054765	Climate-only	0-742 kya
0.875810991499009	Climate-only	0-742 kya
0.136432765427043	Climate-only	0-742 kya
0.107777801995468	Climate-only	0-742 kya
0.175931743520294	Climate-only	0-742 kya
0.238539529777054	Climate-only	0-742 kya
0.251582769985613	Climate-only	0-742 kya
0.117068755589493	Climate-only	0-742 kya
0.111325786676929	Climate-only	0-742 kya
0.130630609436565	Climate-only	0-742 kya
0.143305900974842	Climate-only	0-742 kya
0.126981114063157	Climate-only	0-742 kya
0.227196607989332	Climate-only	0-742 kya
0.140989963523292	Climate-only	0-742 kya
0.182473984464897	Climate-only	0-742 kya
0.183197985284583	Climate-only	0-742 kya
0.152834983038989	Climate-only	0-742 kya
0.153924242295405	Climate-only	0-742 kya
0.138897415743088	Climate-only	0-742 kya
0.132398668476296	Climate-only	0-742 kya
0.214606507126953	Climate-only	0-742 kya
0.108161706454334	Climate-only	0-742 kya
0.100183945938734	Climate-only	0-742 kya
0.103239930887729	Climate-only	0-742 kya
0.158518561077288	Climate-only	0-742 kya
0.197749304773536	Climate-only	0-742 kya
0.216954690808825	Climate-only	0-742 kya
0.674770187923904	Climate-only	0-742 kya
0.192625717077875	Climate-only	0-742 kya
0.124624693300162	Climate-only	0-742 kya
0.222362632199573	Climate-only	0-742 kya
0.34478854428174	Climate-only	0-742 kya
0.110923131627139	Climate-only	0-742 kya
0.133522378546123	Climate-only	0-742 kya
0.0991162617817532	Climate-only	0-742 kya
0.127126683736376	Climate-only	0-742 kya
0.168625012295033	Climate-only	0-742 kya
0.246586043875322	Climate-only	0-742 kya
0.152449481450925	Climate-only	0-742 kya
0.188301718769445	Climate-only	0-742 kya
0.106557149061333	Climate-only	0-742 kya
0.167328776876225	Climate-only	0-742 kya
0.136383076410635	Climate-only	0-742 kya
0.116943614692045	Climate-only	0-742 kya
0.134021261517589	Climate-only	0-742 kya
0.127975737143679	Climate-only	0-742 kya
0.115154681983976	Climate-only	0-742 kya
0.124335230121231	Climate-only	0-742 kya
0.178049977465002	Climate-only	0-742 kya
0.168328396655528	Climate-only	0-742 kya
0.14515976844159	Climate-only	0-742 kya
0.147437153985624	Climate-only	0-742 kya
0.149973388924256	Climate-only	0-742 kya
0.130211721588042	Climate-only	0-742 kya
0.099555966596069	Climate-only	0-742 kya
0.100551441138384	Climate-only	0-742 kya
0.111797244396812	Climate-only	0-742 kya
0.167550421632295	Climate-only	0-742 kya
0.454640302791418	Climate-only	0-742 kya
0.109019461839144	Climate-only	0-742 kya
0.103243386375192	Climate-only	0-742 kya
0.218384566917617	Climate-only	0-742 kya
0.266311371598866	Climate-only	0-742 kya
0.102263897933793	Climate-only	0-742 kya
0.100130677065937	Climate-only	0-742 kya
0.104695825452481	Climate-only	0-742 kya
0.102590516795025	Climate-only	0-742 kya
0.114211713788874	Climate-only	0-742 kya
0.172103769528451	Climate-only	0-742 kya
0.299393473162855	Climate-only	0-742 kya
0.134847557949112	Climate-only	0-742 kya
0.0967816400429251	Climate-only	0-742 kya
0.170775839843209	Climate-only	0-742 kya
0.264036761382599	Climate-only	0-742 kya
0.105739048141078	Climate-only	0-742 kya
0.13202273307337	Climate-only	0-742 kya
0.101138990415095	Climate-only	0-742 kya
0.0969391232908141	Climate-only	0-742 kya
0.0956400741577843	Climate-only	0-742 kya
0.10116495016802	Climate-only	0-742 kya
0.100783096589504	Climate-only	0-742 kya
0.0989047616178526	Climate-only	0-742 kya
0.162128059428965	Climate-only	0-742 kya
0.166839760072883	Climate-only	0-742 kya
0.286699888975302	Climate-only	0-742 kya
0.155571089104705	Climate-only	0-742 kya
0.157663512378404	Climate-only	0-742 kya
0.223437760809331	Climate-only	0-742 kya
0.105974655629721	Climate-only	0-742 kya
0.133137562132724	Climate-only	0-742 kya
0.27105752733677	Climate-only	0-742 kya
0.19166893386276	Climate-only	0-742 kya
0.168927678242603	Climate-only	0-742 kya
0.187460232060762	Climate-only	0-742 kya
0.314730305296335	Climate-only	0-742 kya
0.176788236100977	Climate-only	0-742 kya
0.142199781772958	Climate-only	0-742 kya
0.13718990842473	Climate-only	0-742 kya
0.141545592877929	Climate-only	0-742 kya
0.205372635837837	Climate-only	0-742 kya
0.152155675076177	Climate-only	0-742 kya
0.247945518008702	Climate-only	0-742 kya
0.153724020363014	Climate-only	0-742 kya
0.240383865678349	Climate-only	0-742 kya
0.116134019049901	Climate-only	0-742 kya
0.210146654867832	Climate-only	0-742 kya
0.191342252275416	Climate-only	0-742 kya
0.163014611986881	Climate-only	0-742 kya
0.131589822997718	Climate-only	0-742 kya
0.102801733681918	Climate-only	0-742 kya
0.10879436917499	Climate-only	0-742 kya
0.107754942164268	Climate-only	0-742 kya
0.104027912470558	Climate-only	0-742 kya
0.185984598186346	Climate-only	0-742 kya
0.133257083539307	Climate-only	0-742 kya
0.121018413557226	Climate-only	0-742 kya
0.123285483540468	Climate-only	0-742 kya
0.164513600440555	Climate-only	0-742 kya
0.103902459561908	Climate-only	0-742 kya
0.11355018828198	Climate-only	0-742 kya
0.0982075443235119	Climate-only	0-742 kya
0.104102838521478	Climate-only	0-742 kya
0.0992453657623583	Climate-only	0-742 kya
0.149891872342156	Climate-only	0-742 kya
0.135686195531001	Climate-only	0-742 kya
0.110482661935693	Climate-only	0-742 kya
0.111657143428861	Climate-only	0-742 kya
0.100738985753456	Climate-only	0-742 kya
0.101174343021959	Climate-only	0-742 kya
0.0976719798934766	Climate-only	0-742 kya
0.12057107068332	Climate-only	0-742 kya
0.108765688371568	Climate-only	0-742 kya
0.180675120239977	Climate-only	0-742 kya
0.183390001524375	Climate-only	0-742 kya
0.195018249213838	Climate-only	0-742 kya
0.278847622556606	Climate-only	0-742 kya
0.31416635895414	Climate-only	0-742 kya
0.131842651418561	Climate-only	0-742 kya
0.100333948894569	Climate-only	0-742 kya
0.130922000743608	Climate-only	0-742 kya
0.28894577736084	Climate-only	0-742 kya
0.407027131301043	Climate-only	0-742 kya
0.273271339921934	Climate-only	0-742 kya
0.132100157657742	Climate-only	0-742 kya
0.199110208797963	Climate-only	0-742 kya
0.140385877225587	Climate-only	0-742 kya
0.136769048322089	Climate-only	0-742 kya
0.239553788187148	Climate-only	0-742 kya
0.136426305935122	Climate-only	0-742 kya
0.106874036229691	Climate-only	0-742 kya
0.142313255570929	Climate-only	0-742 kya
0.159533077094952	Climate-only	0-742 kya
0.11945716030772	Climate-only	0-742 kya
0.102895559336408	Climate-only	0-742 kya
0.178687509539424	Climate-only	0-742 kya
0.252636511943368	Climate-only	0-742 kya
0.166601364162299	Climate-only	0-742 kya
0.154428675429108	Climate-only	0-742 kya
0.177063341648554	Climate-only	0-742 kya
0.0999460453811193	Climate-only	0-742 kya
0.100596830823465	Climate-only	0-742 kya
0.111799482224617	Climate-only	0-742 kya
0.100229246950703	Climate-only	0-742 kya
0.118840828189772	Climate-only	0-742 kya
0.133947893551112	Climate-only	0-742 kya
0.102950254880468	Climate-only	0-742 kya
0.209225205337729	Climate-only	0-742 kya
0.136212570705368	Climate-only	0-742 kya
0.157407870045896	Climate-only	0-742 kya
0.142940790936502	Climate-only	0-742 kya
0.206486122563379	Climate-only	0-742 kya
0.127561558299756	Climate-only	0-742 kya
0.105273850786913	Climate-only	0-742 kya
0.101615420441199	Climate-only	0-742 kya
0.106717023821885	Climate-only	0-742 kya
0.110168992866194	Climate-only	0-742 kya
0.27988520612717	Climate-only	0-742 kya
0.124708613086162	Climate-only	0-742 kya
0.098838049469106	Climate-only	0-742 kya
0.146149381072729	Climate-only	0-742 kya
0.156264986428192	Climate-only	0-742 kya
0.147280821436592	Climate-only	0-742 kya
0.104665976033091	Climate-only	0-742 kya
0.0942143699267048	Climate-only	0-742 kya
0.0966803241783246	Climate-only	0-742 kya
0.105485444418153	Climate-only	0-742 kya
0.100523890267093	Climate-only	0-742 kya
0.101764046905588	Climate-only	0-742 kya
0.107754273779411	Climate-only	0-742 kya
0.0976263476244452	Climate-only	0-742 kya
0.192674662035325	Climate-only	0-742 kya
0.214757014705489	Climate-only	0-742 kya
