MSE	Model	times
0.119377766365664	Climate-only	0-742 kya
0.100281212947225	Climate-only	0-742 kya
0.128086217096709	Climate-only	0-742 kya
0.123143780858597	Climate-only	0-742 kya
0.129508291991703	Climate-only	0-742 kya
0.128095900715936	Climate-only	0-742 kya
0.110680605103722	Climate-only	0-742 kya
0.0972117279083898	Climate-only	0-742 kya
0.111668689275155	Climate-only	0-742 kya
0.109924135297867	Climate-only	0-742 kya
0.0980574804108448	Climate-only	0-742 kya
0.0962453279902395	Climate-only	0-742 kya
0.113808543866523	Climate-only	0-742 kya
0.306229496889601	Climate-only	0-742 kya
0.148191748344146	Climate-only	0-742 kya
0.232409002821125	Climate-only	0-742 kya
0.139121527534775	Climate-only	0-742 kya
0.197329616281597	Climate-only	0-742 kya
0.155313463747093	Climate-only	0-742 kya
0.104212245819043	Climate-only	0-742 kya
0.120026212078433	Climate-only	0-742 kya
0.130366203410516	Climate-only	0-742 kya
0.110714247596811	Climate-only	0-742 kya
0.0969915583532976	Climate-only	0-742 kya
0.0955156000225251	Climate-only	0-742 kya
0.0985321661368803	Climate-only	0-742 kya
0.100585457509085	Climate-only	0-742 kya
0.190733690205065	Climate-only	0-742 kya
0.151272613836296	Climate-only	0-742 kya
0.174951424194422	Climate-only	0-742 kya
0.135057182894805	Climate-only	0-742 kya
0.11638006233219	Climate-only	0-742 kya
0.147200345153124	Climate-only	0-742 kya
0.159434437348045	Climate-only	0-742 kya
0.148282520997805	Climate-only	0-742 kya
0.112399377571569	Climate-only	0-742 kya
0.187047411271955	Climate-only	0-742 kya
0.16543339423288	Climate-only	0-742 kya
0.217539861372964	Climate-only	0-742 kya
0.170212959280196	Climate-only	0-742 kya
0.104578384402481	Climate-only	0-742 kya
0.102406913464971	Climate-only	0-742 kya
0.115187483282363	Climate-only	0-742 kya
0.151830079717523	Climate-only	0-742 kya
0.151355828480786	Climate-only	0-742 kya
0.416225748877103	Climate-only	0-742 kya
0.16927122972279	Climate-only	0-742 kya
0.136763806174153	Climate-only	0-742 kya
0.178062331408837	Climate-only	0-742 kya
0.37802432734925	Climate-only	0-742 kya
0.156618027500707	Climate-only	0-742 kya
0.100796195632955	Climate-only	0-742 kya
0.104750019874034	Climate-only	0-742 kya
0.105665133483497	Climate-only	0-742 kya
0.103185276177631	Climate-only	0-742 kya
0.123046266695322	Climate-only	0-742 kya
0.127001193213647	Climate-only	0-742 kya
0.106820214228716	Climate-only	0-742 kya
0.113897964524099	Climate-only	0-742 kya
0.116512766963041	Climate-only	0-742 kya
0.112439475121652	Climate-only	0-742 kya
0.117978388193014	Climate-only	0-742 kya
0.222704795095428	Climate-only	0-742 kya
0.239573862252895	Climate-only	0-742 kya
0.231395479081001	Climate-only	0-742 kya
0.136514620072107	Climate-only	0-742 kya
0.114771303623743	Climate-only	0-742 kya
0.293461354091249	Climate-only	0-742 kya
0.520421575588567	Climate-only	0-742 kya
0.173975900608538	Climate-only	0-742 kya
0.166228164008028	Climate-only	0-742 kya
0.107594256419612	Climate-only	0-742 kya
0.111434657063527	Climate-only	0-742 kya
0.125939136443081	Climate-only	0-742 kya
0.140030093550104	Climate-only	0-742 kya
0.126718772855488	Climate-only	0-742 kya
0.119188360502506	Climate-only	0-742 kya
0.236322122428574	Climate-only	0-742 kya
0.479674451831257	Climate-only	0-742 kya
0.115781618217592	Climate-only	0-742 kya
0.102607631630692	Climate-only	0-742 kya
0.14844071983285	Climate-only	0-742 kya
0.243716286855498	Climate-only	0-742 kya
0.119760698754529	Climate-only	0-742 kya
0.100822498741976	Climate-only	0-742 kya
0.101613936130374	Climate-only	0-742 kya
0.109444983252231	Climate-only	0-742 kya
0.100661263721901	Climate-only	0-742 kya
0.0997118347289524	Climate-only	0-742 kya
0.545932298858057	Climate-only	0-742 kya
0.133348473434929	Climate-only	0-742 kya
0.100760479475183	Climate-only	0-742 kya
0.156991493421478	Climate-only	0-742 kya
0.837801178944239	Climate-only	0-742 kya
0.160365572705999	Climate-only	0-742 kya
0.0985658930468992	Climate-only	0-742 kya
0.106151480089293	Climate-only	0-742 kya
0.113964426057181	Climate-only	0-742 kya
0.0965116760802773	Climate-only	0-742 kya
0.100179871236901	Climate-only	0-742 kya
0.124069367284708	Climate-only	0-742 kya
0.190539484325726	Climate-only	0-742 kya
0.149788996129286	Climate-only	0-742 kya
0.137087729496813	Climate-only	0-742 kya
0.123136259533996	Climate-only	0-742 kya
0.152306732485159	Climate-only	0-742 kya
0.124739438321157	Climate-only	0-742 kya
0.102541874722604	Climate-only	0-742 kya
0.0996684285595938	Climate-only	0-742 kya
0.110178610372135	Climate-only	0-742 kya
0.124778005761874	Climate-only	0-742 kya
0.930649810756831	Climate-only	0-742 kya
0.342545706995767	Climate-only	0-742 kya
0.104793271923508	Climate-only	0-742 kya
0.168550575256278	Climate-only	0-742 kya
0.709825618768867	Climate-only	0-742 kya
0.476068748283249	Climate-only	0-742 kya
0.205100658563594	Climate-only	0-742 kya
0.196955836023782	Climate-only	0-742 kya
0.103314119607057	Climate-only	0-742 kya
0.109661564739833	Climate-only	0-742 kya
0.203428832798795	Climate-only	0-742 kya
0.227535438744841	Climate-only	0-742 kya
0.0970440971375342	Human-only	0-742 kya
0.062820531359194	Human-only	0-742 kya
0.0611635900357737	Human-only	0-742 kya
0.0565857318697149	Human-only	0-742 kya
0.0538980524756567	Human-only	0-742 kya
0.0561097824128918	Human-only	0-742 kya
0.067998477108094	Human-only	0-742 kya
0.0634996152010462	Human-only	0-742 kya
0.0620610186551829	Human-only	0-742 kya
0.0766290430459398	Human-only	0-742 kya
0.269575956534068	Human-only	0-742 kya
0.121833396742866	Human-only	0-742 kya
0.151280421824139	Human-only	0-742 kya
0.0607431192615334	Human-only	0-742 kya
0.056158138546156	Human-only	0-742 kya
0.0777319397991274	Human-only	0-742 kya
0.0781992603599128	Human-only	0-742 kya
0.06131616352972	Human-only	0-742 kya
0.0585951919227247	Human-only	0-742 kya
0.0656496533416365	Human-only	0-742 kya
0.0717246184563311	Human-only	0-742 kya
0.0631838784572654	Human-only	0-742 kya
0.0640389679819296	Human-only	0-742 kya
0.0584371924665041	Human-only	0-742 kya
0.0699777823132015	Human-only	0-742 kya
0.133916828219175	Human-only	0-742 kya
0.0589532838215733	Human-only	0-742 kya
0.100351189114941	Human-only	0-742 kya
0.0905899148911441	Human-only	0-742 kya
0.149188908609423	Human-only	0-742 kya
0.113004620545686	Human-only	0-742 kya
0.280313763569188	Human-only	0-742 kya
0.0988213874412305	Human-only	0-742 kya
0.0770842103815626	Human-only	0-742 kya
0.0887169256044748	Human-only	0-742 kya
0.107914086191424	Human-only	0-742 kya
0.13332926441886	Human-only	0-742 kya
0.0682676716509288	Human-only	0-742 kya
0.0916423476418413	Human-only	0-742 kya
0.113437661960426	Human-only	0-742 kya
0.0625392894030589	Human-only	0-742 kya
0.124029317330181	Human-only	0-742 kya
0.0689212908677655	Human-only	0-742 kya
0.0559626692977591	Human-only	0-742 kya
0.0785319097921509	Human-only	0-742 kya
0.0996429707269395	Human-only	0-742 kya
0.0776653528183453	Human-only	0-742 kya
0.0567788782919976	Human-only	0-742 kya
0.088353763594658	Human-only	0-742 kya
0.11907204795195	Human-only	0-742 kya
0.0707021213169978	Human-only	0-742 kya
0.125787225357723	Human-only	0-742 kya
0.0614523647359654	Human-only	0-742 kya
0.0715952173370292	Human-only	0-742 kya
0.0992498145107329	Human-only	0-742 kya
0.0792280937646976	Human-only	0-742 kya
0.0543850616812885	Human-only	0-742 kya
0.0865037221290541	Human-only	0-742 kya
0.102544618929339	Human-only	0-742 kya
0.067477387721081	Human-only	0-742 kya
0.119700314245928	Human-only	0-742 kya
0.0724314898748554	Human-only	0-742 kya
0.0563545288517321	Human-only	0-742 kya
0.0974964468109574	Human-only	0-742 kya
0.0853293346720349	Human-only	0-742 kya
0.0561267586717195	Human-only	0-742 kya
0.0822529730759145	Human-only	0-742 kya
0.117533499077251	Human-only	0-742 kya
0.198135713768973	Human-only	0-742 kya
0.0904957665786878	Human-only	0-742 kya
0.0672435732947996	Human-only	0-742 kya
0.108291126298544	Human-only	0-742 kya
0.0882498322258085	Human-only	0-742 kya
0.0556716497729271	Human-only	0-742 kya
0.0588299192383406	Human-only	0-742 kya
0.0643539186309527	Human-only	0-742 kya
0.0717334692086803	Human-only	0-742 kya
0.0713307695416378	Human-only	0-742 kya
0.0555466270320586	Human-only	0-742 kya
0.0600519720169008	Human-only	0-742 kya
0.0613328913044228	Human-only	0-742 kya
0.0562370663258198	Human-only	0-742 kya
0.0604826418040556	Human-only	0-742 kya
0.0589143600757675	Human-only	0-742 kya
0.0574940560418646	Human-only	0-742 kya
0.0605991235310456	Human-only	0-742 kya
0.057262109834811	Human-only	0-742 kya
0.0620789561496399	Human-only	0-742 kya
0.0956878125762568	Human-only	0-742 kya
0.0856147264828415	Human-only	0-742 kya
0.0642140272255604	Human-only	0-742 kya
0.0689928964941748	Human-only	0-742 kya
0.0500389991519077	Human-only	0-742 kya
0.0602536281609707	Human-only	0-742 kya
0.0548813075160747	Human-only	0-742 kya
0.060818740668249	Human-only	0-742 kya
0.0540949834685529	Human-only	0-742 kya
0.0964544001483428	Human-only	0-742 kya
0.0760094517805716	Human-only	0-742 kya
0.072992050849983	Human-only	0-742 kya
0.0609228975213111	Human-only	0-742 kya
0.103745691071909	Human-only	0-742 kya
0.137250561670875	Human-only	0-742 kya
0.0673615688200984	Human-only	0-742 kya
0.079443488171831	Human-only	0-742 kya
0.152575602497494	Human-only	0-742 kya
0.0988681490872941	Human-only	0-742 kya
0.0812455950311159	Human-only	0-742 kya
0.079568710465964	Human-only	0-742 kya
0.0830942287925209	Human-only	0-742 kya
0.111050289111368	Human-only	0-742 kya
0.0658817395262232	Human-only	0-742 kya
0.0585634779367674	Human-only	0-742 kya
0.0629330426132924	Human-only	0-742 kya
0.116187583765689	Human-only	0-742 kya
0.221965159749051	Human-only	0-742 kya
0.133304735308768	Human-only	0-742 kya
0.0769810611711414	Human-only	0-742 kya
0.056695456833965	Human-only	0-742 kya
0.055392334925718	Human-only	0-742 kya
0.0551783160246722	Human-only	0-742 kya
0.0539525278805702	Human-only	0-742 kya
0.0634324117463504	Human-only	0-742 kya
0.0695418330152863	Human-only	0-742 kya
0.0746698440735292	Human-only	0-742 kya
0.0973161016750394	Human-only	0-742 kya
0.0581002692877451	Human-only	0-742 kya
0.06132428971842	Human-only	0-742 kya
0.0505881117102204	Human-only	0-742 kya
0.0607253843176496	Human-only	0-742 kya
0.0707275929964077	Human-only	0-742 kya
0.0698368400023731	Human-only	0-742 kya
0.0576379003567255	Human-only	0-742 kya
0.142760109004271	Human-only	0-742 kya
0.102745595775133	Human-only	0-742 kya
0.0660006391944127	Human-only	0-742 kya
0.135941514672343	Human-only	0-742 kya
0.0563499044936591	Human-only	0-742 kya
0.0786100132236644	Human-only	0-742 kya
0.0775479855931163	Human-only	0-742 kya
0.0555402868792838	Human-only	0-742 kya
0.0609306388678414	Human-only	0-742 kya
0.0543394939761022	Human-only	0-742 kya
0.054366588489729	Human-only	0-742 kya
0.10376161200215	Human-only	0-742 kya
0.0876895938732084	Human-only	0-742 kya
0.151369811510838	Human-only	0-742 kya
0.118023570121076	Human-only	0-742 kya
0.0580733158651058	Human-only	0-742 kya
0.0731300271369517	Human-only	0-742 kya
0.0622394059114925	Human-only	0-742 kya
0.0812044614021729	Human-only	0-742 kya
0.179793709012615	Human-only	0-742 kya
0.184331935462274	Human-only	0-742 kya
0.120696018812062	Human-only	0-742 kya
0.0882570779730988	Human-only	0-742 kya
0.147408653399949	Human-only	0-742 kya
0.0567455132345948	Human-only	0-742 kya
0.0601036256683844	Human-only	0-742 kya
0.0554515593606199	Human-only	0-742 kya
0.058442207588105	Human-only	0-742 kya
0.0685997035848153	Human-only	0-742 kya
0.0630285720779678	Human-only	0-742 kya
0.0729060280275951	Human-only	0-742 kya
0.0836303546127834	Human-only	0-742 kya
0.0664213646331681	Human-only	0-742 kya
0.059838643595581	Human-only	0-742 kya
0.0538220302435518	Human-only	0-742 kya
0.0561497792628731	Human-only	0-742 kya
0.0572517291973271	Human-only	0-742 kya
0.0683090318094349	Human-only	0-742 kya
0.0840768698842276	Human-only	0-742 kya
0.0878749714753246	Human-only	0-742 kya
0.0570513339408863	Human-only	0-742 kya
0.137735344075281	Human-only	0-742 kya
0.0969945661183289	Human-only	0-742 kya
0.0664738226399336	Human-only	0-742 kya
0.0988448476725028	Human-only	0-742 kya
0.08181854690715	Human-only	0-742 kya
0.0887864727754801	Human-only	0-742 kya
0.0592331659135819	Human-only	0-742 kya
0.0741088428385293	Human-only	0-742 kya
0.136165325117519	Human-only	0-742 kya
0.106615888019011	Human-only	0-742 kya
0.0582245844129838	Human-only	0-742 kya
0.141950469509216	Human-only	0-742 kya
0.0641082618705044	Human-only	0-742 kya
0.203463060528181	Human-only	0-742 kya
0.06366593372368	Human-only	0-742 kya
0.0588690884059846	Human-only	0-742 kya
0.0613050463833838	Human-only	0-742 kya
0.0588068834058799	Human-only	0-742 kya
0.0600809162270436	Human-only	0-742 kya
0.0619512511036523	Human-only	0-742 kya
0.0700425103704135	Human-only	0-742 kya
0.162806285700672	Human-only	0-742 kya
0.182995411216936	Human-only	0-742 kya
0.0993802722751836	Human-only	0-742 kya
0.0509129300668859	Human-only	0-742 kya
0.0568438783486629	Human-only	0-742 kya
0.0670387751704795	Human-only	0-742 kya
0.0675571848328776	Human-only	0-742 kya
0.0682449000729622	Human-only	0-742 kya
0.0796892995588554	Human-only	0-742 kya
0.0697258300436285	Human-only	0-742 kya
0.0512953504509593	Human-only	0-742 kya
0.0772250504599168	Human-only	0-742 kya
0.17149283907817	Human-only	0-742 kya
0.086195568309399	Human-only	0-742 kya
0.0893038248486638	Human-only	0-742 kya
0.0630143430259953	Human-only	0-742 kya
0.0700531517279148	Human-only	0-742 kya
0.122690492357541	Human-only	0-742 kya
0.0928100121129873	Human-only	0-742 kya
0.0773555399067352	Human-only	0-742 kya
0.059330336161195	Human-only	0-742 kya
0.0554983994883865	Human-only	0-742 kya
0.0611164716860532	Human-only	0-742 kya
0.0876016385469976	Human-only	0-742 kya
0.0959962753867162	Human-only	0-742 kya
0.080919649695453	Human-only	0-742 kya
0.137072375895019	Human-only	0-742 kya
0.115954962440674	Human-only	0-742 kya
0.118250903327587	Human-only	0-742 kya
0.0710637156791558	Human-only	0-742 kya
0.0670071932165863	Human-only	0-742 kya
0.182305343381631	Human-only	0-742 kya
0.100053367292259	Human-only	0-742 kya
0.0519694872351541	Human-only	0-742 kya
0.0613443226993124	Human-only	0-742 kya
0.0697464649880543	Human-only	0-742 kya
0.118512882739001	Human-only	0-742 kya
0.0790654895011536	Human-only	0-742 kya
0.083054270790624	Human-only	0-742 kya
0.0549739640459691	Human-only	0-742 kya
0.0600869357488881	Human-only	0-742 kya
0.0628401498953188	Human-only	0-742 kya
0.0569748598724972	Human-only	0-742 kya
0.0587227261204894	Human-only	0-742 kya
0.0559128479537539	Human-only	0-742 kya
0.134357413642787	Human-only	0-742 kya
0.135087980276611	Human-only	0-742 kya
0.0588097161413424	Human-only	0-742 kya
0.0611162136575745	Human-only	0-742 kya
0.0636223555287409	Human-only	0-742 kya
0.0586921244912509	Human-only	0-742 kya
0.0598011402391218	Human-only	0-742 kya
0.0599578165102741	Human-only	0-742 kya
0.0844026239139157	Human-only	0-742 kya
0.154829724012389	Human-only	0-742 kya
0.224050749393178	Human-only	0-742 kya
0.0965182961554589	Human-only	0-742 kya
0.0664666248588001	Human-only	0-742 kya
0.0581766602135298	Human-only	0-742 kya
0.0668955418302258	Human-only	0-742 kya
0.0599495500810407	Human-only	0-742 kya
0.0684576628956923	Human-only	0-742 kya
0.0608439679405822	Human-only	0-742 kya
0.107919484349253	Human-only	0-742 kya
0.0710664576402739	Human-only	0-742 kya
0.0564708248617203	Human-only	0-742 kya
0.0591440316919924	Human-only	0-742 kya
0.0615970735863235	Human-only	0-742 kya
0.0561739520391477	Human-only	0-742 kya
0.0794612419345695	Human-only	0-742 kya
0.0762293802592118	Human-only	0-742 kya
0.0574151099478055	Human-only	0-742 kya
0.0705605931715565	Human-only	0-742 kya
0.0954854794034523	Human-only	0-742 kya
0.0651806861001199	Human-only	0-742 kya
0.0647012603178595	Human-only	0-742 kya
0.0562388640083561	Human-only	0-742 kya
0.0554819997615917	Human-only	0-742 kya
0.0627051011903461	Human-only	0-742 kya
0.059584387242072	Human-only	0-742 kya
0.0628739200450668	Human-only	0-742 kya
0.0536937003389098	Human-only	0-742 kya
0.0927315159265625	Human-only	0-742 kya
0.0894963196077949	Human-only	0-742 kya
0.0656398289098461	Human-only	0-742 kya
0.0546348652951259	Human-only	0-742 kya
0.0567823229109902	Human-only	0-742 kya
0.0537441727173039	Human-only	0-742 kya
0.0570284861713264	Human-only	0-742 kya
0.0591297498725918	Human-only	0-742 kya
0.065306761348518	Human-only	0-742 kya
0.0545108836996701	Human-only	0-742 kya
0.0824373628423287	Human-only	0-742 kya
0.105117539647502	Human-only	0-742 kya
0.0568794289354321	Human-only	0-742 kya
0.0894119506826676	Human-only	0-742 kya
0.0763229684733082	Human-only	0-742 kya
0.0559602146322004	Human-only	0-742 kya
0.0517525478648267	Human-only	0-742 kya
0.0508772050670916	Human-only	0-742 kya
0.0490337744849607	Human-only	0-742 kya
0.0560217203987965	Human-only	0-742 kya
0.0741143339089976	Human-only	0-742 kya
0.0895014588424194	Human-only	0-742 kya
0.0639378647430586	Human-only	0-742 kya
0.0675539934908765	Human-only	0-742 kya
0.0580153379593174	Human-only	0-742 kya
0.0603058302592396	Human-only	0-742 kya
0.0576432650267837	Human-only	0-742 kya
0.0735320718732257	Human-only	0-742 kya
0.0650275645414218	Human-only	0-742 kya
0.0653429435788879	Human-only	0-742 kya
0.0543314919933887	Human-only	0-742 kya
0.140607034918641	Human-only	0-742 kya
0.0626137149338029	Human-only	0-742 kya
0.0911586814648054	Human-only	0-742 kya
0.0935038097492119	Human-only	0-742 kya
0.0886371781701556	Human-only	0-742 kya
0.0934329661690158	Human-only	0-742 kya
0.298634808466461	Human-only	0-742 kya
0.0761675359747726	Human-only	0-742 kya
0.10911203666695	Human-only	0-742 kya
0.138150942967012	Human-only	0-742 kya
0.0912641272899342	Human-only	0-742 kya
0.0998337211135598	Human-only	0-742 kya
0.09733507578338	Human-only	0-742 kya
0.0700644703959524	Human-only	0-742 kya
0.0580546887125047	Human-only	0-742 kya
0.0573480160575125	Human-only	0-742 kya
0.0566393282814961	Human-only	0-742 kya
0.0593074785475479	Human-only	0-742 kya
0.0823803049589435	Human-only	0-742 kya
0.310045540556051	Human-only	0-742 kya
0.0754556390800447	Human-only	0-742 kya
0.149278281856254	Human-only	0-742 kya
0.175250144713109	Human-only	0-742 kya
0.140954894630208	Human-only	0-742 kya
0.0568890704691382	Human-only	0-742 kya
0.0917924807254241	Human-only	0-742 kya
0.0718307491762529	Human-only	0-742 kya
0.0651978340342386	Human-only	0-742 kya
0.0946619647926973	Human-only	0-742 kya
0.0882295504281903	Human-only	0-742 kya
0.0622484196597223	Human-only	0-742 kya
0.0769171179735438	Human-only	0-742 kya
0.0539051805069588	Human-only	0-742 kya
0.0684878453876759	Human-only	0-742 kya
0.0560903369430661	Human-only	0-742 kya
0.0931325557339044	Human-only	0-742 kya
0.0779913167400298	Human-only	0-742 kya
0.0556119357981024	Human-only	0-742 kya
0.122684251475599	Human-only	0-742 kya
0.17758400043858	Human-only	0-742 kya
0.193745017766933	Human-only	0-742 kya
0.155687981455901	Human-only	0-742 kya
0.0738658683250449	Human-only	0-742 kya
0.0624723272189078	Human-only	0-742 kya
0.0559009500179261	Human-only	0-742 kya
0.056495474457059	Human-only	0-742 kya
0.0760714069062838	Human-only	0-742 kya
0.127247396528594	Human-only	0-742 kya
0.171573284073721	Human-only	0-742 kya
0.0920018347012805	Human-only	0-742 kya
0.107282688089162	Human-only	0-742 kya
0.116713705377486	Human-only	0-742 kya
0.0540105724655952	Human-only	0-742 kya
0.05978733294037	Human-only	0-742 kya
0.0736460343496244	Human-only	0-742 kya
0.0778924430110463	Human-only	0-742 kya
0.0813784029755328	Human-only	0-742 kya
0.0655333699897265	Human-only	0-742 kya
0.0569398646528711	Human-only	0-742 kya
0.0658042205765818	Human-only	0-742 kya
0.0751564878306662	Human-only	0-742 kya
0.151087380757202	Human-only	0-742 kya
0.133167673209495	Human-only	0-742 kya
0.0903975336109605	Human-only	0-742 kya
0.0576133090430697	Human-only	0-742 kya
0.0559256613571441	Human-only	0-742 kya
0.0582614333436679	Human-only	0-742 kya
0.0541883572680941	Human-only	0-742 kya
0.068788442435012	Human-only	0-742 kya
0.0596937168601986	Human-only	0-742 kya
0.0573674219114725	Human-only	0-742 kya
0.0883687969486932	Human-only	0-742 kya
0.0664767538436356	Human-only	0-742 kya
0.103446878623766	Human-only	0-742 kya
0.158633835120712	Human-only	0-742 kya
0.0898452250622427	Human-only	0-742 kya
0.0575935585614483	Human-only	0-742 kya
0.0576946029213764	Human-only	0-742 kya
0.0569786078727152	Human-only	0-742 kya
0.0959448398979834	Human-only	0-742 kya
0.140148500874754	Human-only	0-742 kya
0.124656234016865	Human-only	0-742 kya
0.0743322734528855	Human-only	0-742 kya
0.0718923559454568	Human-only	0-742 kya
0.0666328953851058	Human-only	0-742 kya
0.0812983957717377	Human-only	0-742 kya
0.108785547787789	Human-only	0-742 kya
0.058902242155973	Human-only	0-742 kya
0.0678554753877313	Human-only	0-742 kya
0.0562273364919639	Human-only	0-742 kya
0.0588803589646752	Human-only	0-742 kya
0.0674176119993242	Human-only	0-742 kya
0.137600763988034	Human-only	0-742 kya
0.118911994399528	Human-only	0-742 kya
0.0637519864708048	Human-only	0-742 kya
0.0531625876402165	Human-only	0-742 kya
0.0507959905295086	Human-only	0-742 kya
0.0554304134949463	Human-only	0-742 kya
0.0628371802758166	Human-only	0-742 kya
0.0632195863251541	Human-only	0-742 kya
0.0637452596422979	Human-only	0-742 kya
0.0788056806081577	Human-only	0-742 kya
0.114511524365006	Human-only	0-742 kya
0.0914432839790192	Human-only	0-742 kya
0.0824478619236329	Human-only	0-742 kya
0.0902703718738229	Human-only	0-742 kya
0.0744358701600764	Human-only	0-742 kya
0.0590477363285079	Human-only	0-742 kya
0.0530153330431809	Human-only	0-742 kya
0.0752053059417268	Human-only	0-742 kya
0.103549556512269	Human-only	0-742 kya
0.0963730428027908	Human-only	0-742 kya
0.0895695252676808	Human-only	0-742 kya
0.0619876974940324	Human-only	0-742 kya
0.0909327135862665	Human-only	0-742 kya
0.130267448604737	Human-only	0-742 kya
0.113301082110827	Human-only	0-742 kya
0.0833783658276269	Human-only	0-742 kya
0.0657720432930019	Human-only	0-742 kya
0.0548469979650569	Human-only	0-742 kya
0.0558598477554738	Human-only	0-742 kya
0.065916597750338	Human-only	0-742 kya
0.0984227214403021	Human-only	0-742 kya
0.134910507684277	Human-only	0-742 kya
0.211661848332013	Human-only	0-742 kya
0.149095957120924	Human-only	0-742 kya
0.0972685177200215	Human-only	0-742 kya
0.144679210304923	Human-only	0-742 kya
0.0767325035911133	Human-only	0-742 kya
0.0545574201147583	Human-only	0-742 kya
0.0565506435502838	Human-only	0-742 kya
0.0600147135396313	Human-only	0-742 kya
0.0778717943614054	Human-only	0-742 kya
0.10194098366235	Human-only	0-742 kya
0.147949704788734	Human-only	0-742 kya
0.242588359739432	Human-only	0-742 kya
0.0682869404752928	Human-only	0-742 kya
0.0811625947879742	Human-only	0-742 kya
0.101073905821036	Human-only	0-742 kya
0.0522251713917485	Human-only	0-742 kya
0.0719150696987253	Human-only	0-742 kya
0.0607305990740399	Human-only	0-742 kya
0.0574244929314514	Human-only	0-742 kya
0.0671139820588555	Human-only	0-742 kya
0.115395199478409	Human-only	0-742 kya
0.111985028358309	Human-only	0-742 kya
0.251429681162444	Human-only	0-742 kya
0.0782403538112836	Human-only	0-742 kya
0.0915869626625086	Human-only	0-742 kya
0.177295562114232	Human-only	0-742 kya
0.18291318047018	Human-only	0-742 kya
0.0997740200776459	Human-only	0-742 kya
0.070575092581191	Human-only	0-742 kya
0.281643186934696	Human-only	0-742 kya
0.497444313854032	Human-only	0-742 kya
0.411628365237454	Human-only	0-742 kya
0.598799784684212	Human-only	0-742 kya
0.161662362944617	Human-only	0-742 kya
0.112754114322924	Human-only	0-742 kya
0.0656672584881129	Human-only	0-742 kya
0.0589697724185577	Human-only	0-742 kya
0.0593330345706738	Human-only	0-742 kya
0.0627602586544546	Human-only	0-742 kya
0.064678944179254	Human-only	0-742 kya
0.0640183788093356	Human-only	0-742 kya
0.0636682160883513	Human-only	0-742 kya
0.11599541372369	Human-only	0-742 kya
0.0734708965581266	Human-only	0-742 kya
0.140929725558542	Human-only	0-742 kya
0.0499846053953568	Human-only	0-742 kya
0.0523919152895197	Human-only	0-742 kya
0.060703036620853	Human-only	0-742 kya
0.0650116624749957	Human-only	0-742 kya
0.0567008089906038	Human-only	0-742 kya
0.0800230630528943	Human-only	0-742 kya
0.114948793369987	Human-only	0-742 kya
0.0686465903435656	Human-only	0-742 kya
0.0566670856228089	Human-only	0-742 kya
0.0871987171708065	Human-only	0-742 kya
0.0649182213794582	Human-only	0-742 kya
0.0793959311104537	Human-only	0-742 kya
0.124001486380809	Human-only	0-742 kya
0.195505343534451	Human-only	0-742 kya
0.203661909903439	Human-only	0-742 kya
0.170859280622108	Human-only	0-742 kya
0.0967539748185922	Human-only	0-742 kya
0.0539452515893145	Human-only	0-742 kya
0.0632631517331799	Human-only	0-742 kya
0.127594513905275	Human-only	0-742 kya
0.208098404770229	Human-only	0-742 kya
0.290204629931462	Human-only	0-742 kya
0.331873740887689	Human-only	0-742 kya
0.217201737935188	Human-only	0-742 kya
0.207876255318157	Human-only	0-742 kya
0.174044150945487	Human-only	0-742 kya
0.0751834108811484	Human-only	0-742 kya
0.0584374833597008	Human-only	0-742 kya
0.0588562626722535	Human-only	0-742 kya
0.0614377824218952	Human-only	0-742 kya
0.0576702365145045	Human-only	0-742 kya
0.0738005910374857	Human-only	0-742 kya
0.119909329657968	Human-only	0-742 kya
0.195003243795122	Human-only	0-742 kya
0.345298404982399	Human-only	0-742 kya
0.0932558630588538	Human-only	0-742 kya
0.0644408366836947	Human-only	0-742 kya
0.0877824841200002	Human-only	0-742 kya
0.0740936606860759	Human-only	0-742 kya
0.0533796995849693	Human-only	0-742 kya
0.0634937257344552	Human-only	0-742 kya
0.0581014101653513	Human-only	0-742 kya
0.0629247336774515	Human-only	0-742 kya
0.0644484714637553	Human-only	0-742 kya
0.202029310536982	Human-only	0-742 kya
0.0933106542503149	Human-only	0-742 kya
0.130932027791688	Human-only	0-742 kya
0.0624999397004566	Human-only	0-742 kya
0.0772188961169017	Human-only	0-742 kya
0.0757674051737509	Human-only	0-742 kya
0.0591916588911936	Human-only	0-742 kya
0.088652730603849	Human-only	0-742 kya
0.0606972386279796	Human-only	0-742 kya
0.0656353346549566	Human-only	0-742 kya
0.276081515879159	Human-only	0-742 kya
0.0832475568649377	Human-only	0-742 kya
0.115903447420919	Human-only	0-742 kya
0.163153026768376	Human-only	0-742 kya
0.0561933075127624	Human-only	0-742 kya
0.0669366367677087	Human-only	0-742 kya
0.0597421245027948	Human-only	0-742 kya
0.0669892819124923	Human-only	0-742 kya
0.0654139026013453	Human-only	0-742 kya
0.0740973290857666	Human-only	0-742 kya
0.12372300345767	Human-only	0-742 kya
0.128282108434119	Human-only	0-742 kya
0.0705002106056656	Human-only	0-742 kya
0.079502158408588	Human-only	0-742 kya
0.110771633582075	Human-only	0-742 kya
0.0762270845549423	Human-only	0-742 kya
0.0578522243766642	Human-only	0-742 kya
0.0809284330093849	Human-only	0-742 kya
0.0769726561946516	Human-only	0-742 kya
