Species	Ne	logNe	t	midT	Mass.g
Pseudois_nayaur	157624.662915793	5.19762417083273	240899.639634296	263079.470521045	45000
Pseudois_nayaur	168353.125132248	5.22622118258982	285259.301407793	337565.922177302	45000
Pseudois_nayaur	163877.732914337	5.21451994728987	389872.542946811	454904.028853917	45000
Pseudois_nayaur	136915.487608229	5.13645257744262	519935.514761024	600787.50055307	45000
Pseudois_nayaur	99124.6812474134	4.99618180377875	681639.486345115	782160.695653708	45000
Puma_concolor_dnaZoo	2220.68311131867	3.34648658969457	2577.75720925589	4055.51784377238	51600
Puma_concolor_dnaZoo	1906.807906303	3.28030694399795	5533.27847828887	7227.60134553589	51600
Puma_concolor_dnaZoo	1999.69243136997	3.30096320284859	8921.9242127829	10864.5459821167	51600
Puma_concolor_dnaZoo	3488.35936148998	3.54262121842594	12807.1677514504	15034.4760240591	51600
Puma_concolor_dnaZoo	6742.48214434694	3.82881980501416	17261.7842966678	19815.4991883384	51600
Puma_concolor_dnaZoo	13377.6421491827	4.12637957443064	22369.214080009	25297.1696881935	51600
Puma_concolor_dnaZoo	24913.8902066172	4.39644154621802	28225.125296378	31582.1656893604	51600
Puma_concolor_dnaZoo	40970.3073465386	4.61246922190787	34939.2060823428	38788.2125934433	51600
Puma_concolor_dnaZoo	58962.5417446429	4.7705761967282	42637.2191045438	47050.288173794	51600
Puma_concolor_dnaZoo	73270.5841268807	4.86492965383012	51463.3572430443	62324.4449641432	51600
Puma_concolor_dnaZoo	71901.158323221	4.85673588689653	73185.5326852421	87463.2072644905	51600
Puma_concolor_dnaZoo	65287.1221354539	4.81482752527106	101740.881843739	120509.903568415	51600
Puma_concolor_dnaZoo	62641.5164904771	4.79686226302616	139278.925293091	163952.14322827	51600
Puma_concolor_dnaZoo	59914.5748288977	4.77753248178518	188625.36116345	221060.066190004	51600
Puma_concolor_dnaZoo	54482.3339434344	4.73625570384312	253494.771216558	296132.50468624	51600
Puma_concolor_dnaZoo	50233.7781312368	4.70099584309769	338770.238155922	394820.580341654	51600
Puma_concolor_dnaZoo	45958.9453119457	4.66237005373126	450870.922527387	524553.095651613	51600
Puma_concolor_dnaZoo	40254.5422985273	4.60481489299911	598235.268775839	695095.741425912	51600
Rangifer_tarandus_caribou	12660.6535070947	4.10245612331168	12666.3915758049	19834.7416370096	86034
Rangifer_tarandus_caribou	17658.7084611953	4.24695893657521	27003.0916982142	35116.7272656046	86034
Rangifer_tarandus_caribou	54447.2368569334	4.73597584463843	43230.362832995	52413.9380711383	86034
Rangifer_tarandus_caribou	235462.637349875	5.37192200411845	61597.5133092817	71992.1204436721	86034
Rangifer_tarandus_caribou	418110.730711934	5.62129131375749	82386.7275780625	94152.0645711707	86034
Rangifer_tarandus_caribou	274426.316485882	5.43842575629338	105917.401564279	119234.225641586	86034
Rangifer_tarandus_caribou	112481.606840002	5.05108151177214	132551.049718893	147623.954439755	86034
Rangifer_tarandus_caribou	57024.8292530392	4.75606399356159	162696.859160617	179757.417699595	86034
Rangifer_tarandus_caribou	43286.270196689	4.63635016602148	196817.976238572	216128.299169165	86034
Rangifer_tarandus_caribou	48591.0875786839	4.68655661966673	235438.622099759	282034.383132846	86034
Rangifer_tarandus_caribou	71013.4576809086	4.85134065917994	328630.144165932	388325.28650305	86034
Rangifer_tarandus_caribou	84430.9127645493	4.92650148436341	448020.428840167	524497.557652773	86034
Rangifer_tarandus_caribou	84604.9517706411	4.92739578223206	600974.686465378	698951.690999351	86034
Rangifer_tarandus_sibiricus	111193.157208977	5.04607806172606	13561.8126497222	21189.9939911047	86034
Rangifer_tarandus_sibiricus	267869.406513672	5.42792311547085	28818.1753324873	37399.498800071	86034
Rangifer_tarandus_sibiricus	473131.54160795	5.67498190152493	45980.8222676547	55634.3830785145	86034
Rangifer_tarandus_sibiricus	697304.385014357	5.84342239628415	65287.9438893743	76147.7182215041	86034
Rangifer_tarandus_sibiricus	558889.907186807	5.74732626690226	87007.4925536338	99224.1969237054	86034
Rangifer_tarandus_sibiricus	218862.387247076	5.34017113199006	111440.901293777	125184.084264362	86034
Rangifer_tarandus_sibiricus	86439.6217973047	4.93671285802954	138927.267234948	154387.662480797	86034
Rangifer_tarandus_sibiricus	46091.3129066169	4.66361907913728	169848.057726646	187240.23111686	86034
Rangifer_tarandus_sibiricus	34771.5373647411	4.54122389270407	204632.404507075	224197.731940505	86034
Rangifer_tarandus_sibiricus	38829.4129179561	4.58916082427204	243763.059373935	290533.248184599	86034
Rangifer_tarandus_sibiricus	59111.5046178653	4.7716720139745	337303.436995263	396491.707647637	86034
Rangifer_tarandus_sibiricus	76273.467506377	4.88237349051687	455679.97830001	530583.489957844	86034
Rangifer_tarandus_sibiricus	81017.8111089859	4.90858050549617	605487.001615677	700278.351267152	86034
Rangifer_tarandus_tarandus	14775.9395990085	4.1695551071296	9471.81022419311	14823.1406373485	86034
Rangifer_tarandus_tarandus	320478.005517516	5.50579822914298	20174.4710505039	26221.2005590023	86034
Rangifer_tarandus_tarandus	432337.781964668	5.63582319015262	32267.9300675006	39100.4249661635	86034
Rangifer_tarandus_tarandus	567506.120270818	5.75397054954007	45932.9198648264	53653.2894422393	86034
Rangifer_tarandus_tarandus	503899.136204034	5.70234361387841	61373.6590196522	70097.2815463963	86034
Rangifer_tarandus_tarandus	234572.35471782	5.3702768274685	78820.9040731405	88678.1510904038	86034
Rangifer_tarandus_tarandus	93999.4995206956	4.97312554130205	98535.398107667	109673.582785128	86034
Rangifer_tarandus_tarandus	49768.175930215	4.69695172356582	120811.76746259	133397.346143126	86034
Rangifer_tarandus_tarandus	34990.6597991312	4.54395213180615	145982.924823662	160203.984656192	86034
Rangifer_tarandus_tarandus	32094.9187851525	4.50643628105769	174425.044488722	208651.340895418	86034
Rangifer_tarandus_tarandus	41443.0468143474	4.61745167641906	242877.637302114	286577.236755735	86034
Rangifer_tarandus_tarandus	53819.7105055445	4.73094135737826	330276.836209356	386071.80069267	86034
Rangifer_tarandus_tarandus	59263.837498086	4.77278976982853	441866.765175983	513104.902381293	86034
Rangifer_tarandus_tarandus	56284.4304303248	4.75038827560905	584343.039586604	675298.77796691	86034
Redunca_redunca	19567.1210853659	4.29152693251987	9908.62917955423	15568.7206571415	44050.4
Redunca_redunca	36318.7442764844	4.56013082434185	21228.8121347287	27695.2233716658	44050.4
Redunca_redunca	50904.1151328771	4.70675289249904	34161.6346086028	41549.2315141938	44050.4
Redunca_redunca	50355.2759609898	4.70204498036539	48936.8284197849	57376.8403583621	44050.4
Redunca_redunca	48240.90016191	4.68341540302312	65816.8522969393	75459.2031768869	44050.4
Redunca_redunca	54847.7260897456	4.73915862704023	85101.5540568346	96117.5254996078	44050.4
Redunca_redunca	69221.386974277	4.84024029691188	107133.496942381	119718.770838642	44050.4
Redunca_redunca	83704.095747685	4.92274670909361	132304.044734902	146682.179234134	44050.4
Redunca_redunca	91355.3839089073	4.96073414701454	161060.313733367	177486.714412612	44050.4
Redunca_redunca	80226.907591662	4.90432005230769	193913.115091858	234119.442085658	44050.4
Redunca_redunca	53937.8318000576	4.73189348464197	274325.769079457	326803.390344193	44050.4
Redunca_redunca	37676.3703121883	4.57606905682474	379281.011608928	447775.224821431	44050.4
Redunca_redunca	38122.2430235333	4.58117844558866	516269.438033934	605668.635835465	44050.4
