midT	fit	lwr	upr
273.793401808915	3.50901708928634	3.45624676963715	3.56178740893552
274.126700092711	3.50902467712673	3.45625495507551	3.56179439917795
274.460404112165	3.50903227420406	3.45626315047464	3.56180139793349
274.794514361193	3.50903988052959	3.45627135584668	3.56180840521249
275.129031334312	3.50904749611455	3.45627957120375	3.56181542102536
275.463955526643	3.50905512097024	3.456287796558	3.56182244538248
275.799287433906	3.50906275510793	3.45629603192158	3.56182947829428
276.135027552428	3.50907039853892	3.45630427730668	3.56183651977116
276.471176379139	3.50907805127453	3.45631253272549	3.56184356982357
276.807734411573	3.50908571332608	3.45632079819021	3.56185062846195
277.144702147871	3.50909338470491	3.45632907371306	3.56185769569677
277.482080086779	3.50910106542239	3.45633735930627	3.5618647715385
277.819868727652	3.50910875548986	3.4563456549821	3.56187185599763
278.158068570452	3.50911645491873	3.45635396075281	3.56187894908465
278.496680115749	3.50912416372038	3.45636227663067	3.56188605081009
278.835703864723	3.50913188190622	3.456370602628	3.56189316118445
279.175140319163	3.50913960948769	3.45637893875708	3.56190028021829
279.514989981471	3.5091473464762	3.45638728503026	3.56190740792215
279.855253354659	3.50915509288323	3.45639564145986	3.56191454430659
280.195930942352	3.50916284872022	3.45640400805824	3.5619216893822
280.537023248787	3.50917061399867	3.45641238483778	3.56192884315956
280.878530778816	3.50917838873006	3.45642077181085	3.56193600564927
281.220454037905	3.50918617292591	3.45642916898986	3.56194317686195
281.562793532137	3.50919396659772	3.45643757638722	3.56195035680823
281.905549768208	3.50920176975705	3.45644599401535	3.56195754549875
282.248723253433	3.50920958241544	3.45645442188672	3.56196474294416
282.592314495743	3.50921740458445	3.45646286001376	3.56197194915513
282.936324003691	3.50922523627566	3.45647130840897	3.56197916414234
283.280752286443	3.50923307750066	3.45647976708482	3.56198638791649
283.62559985379	3.50924092827105	3.45648823605383	3.56199362048827
283.970867216142	3.50924878859847	3.45649671532852	3.56200086186842
284.316554884529	3.50925665849454	3.45650520492142	3.56200811206765
284.662663370606	3.5092645379709	3.45651370484508	3.56201537109672
285.009193186647	3.50927242703923	3.45652221511207	3.56202263896639
285.356144845554	3.5092803257112	3.45653073573497	3.56202991568742
285.703518860849	3.50928823399849	3.45653926672638	3.56203720127061
286.051315746682	3.50929615191283	3.45654780809891	3.56204449572675
286.399536017829	3.50930407946591	3.45655635986518	3.56205179906664
286.74818018969	3.50931201666949	3.45656492203785	3.56205911130112
287.097248778295	3.50931996353529	3.45657349462956	3.56206643244103
287.446742300302	3.5093279200751	3.456582077653	3.5620737624972
287.796661272996	3.50933588630068	3.45659067112085	3.56208110148052
288.147006214294	3.50934386222383	3.45659927504581	3.56208844940185
288.497777642742	3.50935184785634	3.45660788944061	3.56209580627208
288.848976077518	3.50935984321005	3.45661651431798	3.56210317210212
289.200602038432	3.50936784829678	3.45662514969067	3.56211054690289
289.552656045926	3.50937586312838	3.45663379557144	3.56211793068532
289.905138621076	3.50938388771672	3.45664245197309	3.56212532346034
290.258050285593	3.50939192207366	3.45665111890841	3.56213272523892
290.611391561822	3.50939996621112	3.4566597963902	3.56214013603203
290.965162972744	3.50940802014098	3.4566684844313	3.56214755585065
291.319365041977	3.50941608387517	3.45667718304456	3.56215498470578
291.673998293778	3.50942415742563	3.45668589224283	3.56216242260843
292.029063253039	3.5094322408043	3.45669461203898	3.56216986956962
292.384560445294	3.50944033402316	3.45670334244592	3.56217732560039
292.740490396713	3.50944843709417	3.45671208347654	3.5621847907118
293.096853634111	3.50945655002933	3.45672083514377	3.56219226491489
293.453650684942	3.50946467284065	3.45672959746054	3.56219974822077
293.810882077301	3.50947280554016	3.45673837043981	3.5622072406405
294.168548339928	3.50948094813988	3.45674715409455	3.56221474218521
294.526650002206	3.50948910065188	3.45675594843775	3.56222225286601
294.885187594162	3.50949726308821	3.4567647534824	3.56222977269402
295.244161646468	3.50950543546097	3.45677356924152	3.56223730168041
295.603572690443	3.50951361778223	3.45678239572815	3.56224483983632
295.963421258052	3.50952181006413	3.45679123295533	3.56225238717292
296.323707881908	3.50953001231877	3.45680008093613	3.56225994370142
296.684433095271	3.50953822455831	3.45680893968363	3.56226750943299
297.045597432054	3.5095464467949	3.45681780921092	3.56227508437887
297.407201426815	3.50955467904069	3.45682668953112	3.56228266855027
297.769245614765	3.5095629213079	3.45683558065735	3.56229026195844
298.131730531768	3.5095711736087	3.45684448260276	3.56229786461463
298.494656714338	3.50957943595531	3.45685339538051	3.56230547653011
298.858024699643	3.50958770835997	3.45686231900377	3.56231309771617
299.221835025506	3.50959599083491	3.45687125348574	3.56232072818409
299.586088230402	3.50960428339241	3.45688019883962	3.56232836794519
299.950784853464	3.50961258604472	3.45688915507864	3.5623360170108
300.31592543448	3.50962089880414	3.45689812221604	3.56234367539225
300.681510513896	3.50962922168298	3.45690710026507	3.56235134310088
301.047540632816	3.50963755469354	3.456916089239	3.56235902014808
301.414016333001	3.50964589784817	3.45692508915114	3.56236670654521
301.780938156873	3.50965425115922	3.45693410001477	3.56237440230367
302.148306647514	3.50966261463904	3.45694312184322	3.56238210743486
302.516122348667	3.50967098830002	3.45695215464983	3.56238982195021
302.884385804738	3.50967937215455	3.45696119844795	3.56239754586115
303.253097560793	3.50968776621504	3.45697025325095	3.56240527917913
303.622258162565	3.50969617049391	3.45697931907221	3.56241302191561
303.991868156448	3.50970458500361	3.45698839592515	3.56242077408207
304.361928089504	3.50971300975658	3.45699748382316	3.56242853568999
304.732438509459	3.5097214447653	3.4570065827797	3.56243630675089
305.103399964706	3.50972989004224	3.45701569280821	3.56244408727628
305.474813004307	3.50973834559993	3.45702481392215	3.5624518772777
305.846678177992	3.50974681145085	3.45703394613502	3.56245967676669
306.218996036158	3.50975528760755	3.4570430894603	3.56246748575481
306.591767129874	3.50976377408258	3.45705224391153	3.56247530425363
306.96499201088	3.50977227088849	3.45706140950222	3.56248313227475
307.338671231587	3.50978077803785	3.45707058624593	3.56249096982977
307.712805345079	3.50978929554327	3.45707977415623	3.56249881693031
308.087394905112	3.50979782341735	3.4570889732467	3.56250667358799
308.462440466118	3.5098063616727	3.45709818353093	3.56251453981447
308.837942583202	3.50981491032197	3.45710740502254	3.5625224156214
309.213901812146	3.50982346937781	3.45711663773517	3.56253030102046
309.590318709408	3.50983203885289	3.45712588168245	3.56253819602333
309.967193832125	3.50984061875989	3.45713513687806	3.56254610064172
310.34452773811	3.50984920911151	3.45714440333568	3.56255401488734
310.722320985855	3.50985780992047	3.457153681069	3.56256193877193
311.100574134534	3.50986642119949	3.45716297009175	3.56256987230723
311.479287744	3.50987504296132	3.45717227041764	3.562577815505
311.858462374787	3.50988367521873	3.45718158206043	3.56258576837702
312.238098588115	3.50989231798448	3.45719090503389	3.56259373093507
312.618196945882	3.50990097127138	3.4572002393518	3.56260170319096
312.998758010675	3.50990963509222	3.45720958502795	3.5626096851565
313.379782345761	3.50991830945984	3.45721894207615	3.56261767684352
313.761270515097	3.50992699438707	3.45722831051025	3.56262567826388
314.143223083323	3.50993568988676	3.45723769034409	3.56263368942943
314.525640615769	3.50994439597179	3.45724708159153	3.56264171035205
314.908523678453	3.50995311265504	3.45725648426646	3.56264974104362
315.291872838079	3.50996183994941	3.45726589838278	3.56265778151605
315.675688662045	3.50997057786783	3.45727532395439	3.56266583178126
316.059971718438	3.50997932642322	3.45728476099525	3.56267389185118
316.444722576035	3.50998808562853	3.45729420951929	3.56268196173777
316.829941804307	3.50999685549672	3.45730366954048	3.56269004145297
317.215629973419	3.51000563604079	3.45731314107281	3.56269813100877
317.601787654229	3.51001442727372	3.45732262413027	3.56270623041716
317.988415418288	3.51002322920852	3.45733211872689	3.56271433969015
318.375513837848	3.51003204185823	3.4573416248767	3.56272245883976
318.763083485852	3.51004086523588	3.45735114259375	3.56273058787801
319.151124935943	3.51004969935454	3.45736067189212	3.56273872681697
319.539638762463	3.51005854422728	3.45737021278587	3.56274687566869
319.928625540452	3.5100673998672	3.45737976528913	3.56275503444526
320.318085845651	3.51007626628739	3.45738932941601	3.56276320315877
320.7080202545	3.51008514350099	3.45739890518065	3.56277138182133
321.098429344143	3.51009403152113	3.4574084925972	3.56277957044507
321.489313692425	3.51010293036097	3.45741809167983	3.56278776904211
321.880673877895	3.51011184003368	3.45742770244274	3.56279597762462
322.272510479807	3.51012076055244	3.45743732490013	3.56280419620476
322.664824078118	3.51012969193046	3.45744695906622	3.56281242479471
323.057615253494	3.51013863418097	3.45745660495525	3.56282066340668
323.450884587305	3.51014758731718	3.45746626258149	3.56282891205287
323.84463266163	3.51015655135236	3.45747593195921	3.56283717074552
324.238860059257	3.51016552629978	3.45748561310269	3.56284543949687
324.633567363684	3.51017451217271	3.45749530602626	3.56285371831916
325.028755159117	3.51018350898446	3.45750501074424	3.56286200722469
325.424424030474	3.51019251674835	3.45751472727097	3.56287030622572
325.820574563388	3.5102015354777	3.45752445562082	3.56287861533457
326.2172073442	3.51021056518586	3.45753419580816	3.56288693456356
326.614322959968	3.5102196058862	3.4575439478474	3.56289526392501
327.011921998464	3.51022865759211	3.45755371175295	3.56290360343127
327.410005048175	3.51023772031697	3.45756348753924	3.56291195309471
327.808572698305	3.51024679407421	3.45757327522072	3.5629203129277
328.207625538776	3.51025587887724	3.45758307481185	3.56292868294263
328.607164160226	3.51026497473953	3.45759288632714	3.56293706315192
329.007189154014	3.51027408167453	3.45760270978106	3.56294545356799
329.407701112217	3.51028319969571	3.45761254518816	3.56295385420327
329.808700627635	3.51029232881659	3.45762239256296	3.56296226507021
330.210188293787	3.51030146905066	3.45763225192002	3.5629706861813
330.612164704918	3.51031062041146	3.45764212327391	3.562979117549
331.014630455992	3.51031978291253	3.45765200663923	3.56298755918582
331.417586142701	3.51032895656743	3.45766190203058	3.56299601110427
331.821032361461	3.51033814138974	3.4576718094626	3.56300447331689
332.224969709413	3.51034733739306	3.45768172894991	3.56301294583621
332.629398784427	3.510356544591	3.45769166050719	3.5630214286748
333.034320185097	3.51036576299718	3.45770160414912	3.56302992184523
333.439734510752	3.51037499262524	3.4577115598904	3.56303842536009
333.845642361444	3.51038423348886	3.45772152774573	3.56304693923199
334.252044337958	3.5103934856017	3.45773150772985	3.56305546347356
334.658941041813	3.51040274897747	3.45774149985752	3.56306399809742
335.066333075256	3.51041202362986	3.4577515041435	3.56307254311622
335.47422104127	3.51042130957262	3.45776152060259	3.56308109854265
335.88260554357	3.51043060681947	3.45777154924958	3.56308966438937
336.291487186608	3.51043991538419	3.45778159009929	3.56309824066909
336.700866575571	3.51044923528056	3.45779164316658	3.56310682739453
337.110744316382	3.51045856652235	3.4578017084663	3.56311542457841
337.521121015701	3.5104679091234	3.45781178601333	3.56312403223347
337.93199728093	3.51047726309752	3.45782187582256	3.56313265037248
338.343373720206	3.51048662845856	3.4578319779089	3.56314127900822
338.75525094241	3.51049600522038	3.45784209228729	3.56314991815347
339.167629557161	3.51050539339686	3.45785221897268	3.56315856782104
339.580510174823	3.5105147930019	3.45786235798003	3.56316722802377
339.993893406501	3.5105242040494	3.45787250932433	3.56317589877447
340.407779864044	3.5105336265533	3.45788267302059	3.56318458008602
340.822170160048	3.51054306052755	3.45789284908383	3.56319327197127
341.237064907853	3.5105525059861	3.45790303752908	3.56320197444312
341.652464721544	3.51056196294294	3.45791323837141	3.56321068751447
342.068370215957	3.51057143141207	3.4579234516259	3.56321941119823
342.484782006675	3.51058091140749	3.45793367730764	3.56322814550734
342.901700710029	3.51059040294324	3.45794391543174	3.56323689045474
343.319126943102	3.51059990603337	3.45795416601334	3.5632456460534
343.737061323728	3.51060942069195	3.45796442906759	3.56325441231631
344.155504470493	3.51061894693305	3.45797470460965	3.56326318925644
344.574457002735	3.51062848477078	3.45798499265472	3.56327197688683
344.993919540547	3.51063803421925	3.457995293218	3.5632807752205
345.413892704777	3.5106475952926	3.45800560631471	3.56328958427048
345.834377117028	3.51065716800497	3.4580159319601	3.56329840404985
346.25537339966	3.51066675237055	3.45802627016943	3.56330723457167
346.676882175791	3.51067634840351	3.45803662095798	3.56331607584904
347.098904069298	3.51068595611805	3.45804698434105	3.56332492789506
347.521439704815	3.51069557552841	3.45805736033395	3.56333379072286
347.944489707739	3.5107052066488	3.45806774895203	3.56334266434558
348.368054704228	3.5107148494935	3.45807815021063	3.56335154877637
348.792135321201	3.51072450407677	3.45808856412512	3.56336044402841
349.216732186342	3.5107341704129	3.45809899071091	3.56336935011488
349.641845928096	3.5107438485162	3.4581094299834	3.56337826704899
350.067477175676	3.51075353840099	3.45811988195803	3.56338719484396
350.49362655906	3.51076324008162	3.45813034665022	3.56339613351302
350.920294708992	3.51077295357245	3.45814082407547	3.56340508306942
351.347482256987	3.51078267888784	3.45815131424924	3.56341404352644
351.775189835324	3.51079241604221	3.45816181718705	3.56342301489736
352.203418077054	3.51080216504995	3.45817233290442	3.56343199719547
352.632167616001	3.5108119259255	3.45818286141689	3.5634409904341
353.061439086757	3.5108216986833	3.45819340274002	3.56344999462659
353.491233124687	3.51083148333783	3.45820395688939	3.56345900978627
353.921550365932	3.51084127990355	3.45821452388059	3.56346803592651
354.352391447405	3.51085108839498	3.45822510372926	3.5634770730607
354.783757006794	3.51086090882663	3.45823569645102	3.56348612120224
355.215647682566	3.51087074121303	3.45824630206153	3.56349518036454
355.648064113962	3.51088058556874	3.45825692057646	3.56350425056102
356.081006941004	3.51089044190833	3.45826755201151	3.56351333180515
356.514476804491	3.51090031024639	3.4582781963824	3.56352242411038
356.948474346004	3.51091019059752	3.45828885370484	3.5635315274902
357.383000207902	3.51092008297635	3.4582995239946	3.56354064195809
357.81805503333	3.51092998739751	3.45831020726744	3.56354976752758
358.253639466212	3.51093990387568	3.45832090353916	3.56355890421219
358.689754151259	3.51094983242552	3.45833161282556	3.56356805202547
359.126399733965	3.51095977306173	3.45834233514247	3.56357721098099
359.56357686061	3.51096972579902	3.45835307050573	3.56358638109231
360.001286178261	3.51097969065213	3.45836381893122	3.56359556237305
360.439528334773	3.5109896676358	3.45837458043481	3.5636047548368
360.87830397879	3.51099965676481	3.45838535503242	3.5636139584972
361.317613759745	3.51100965805393	3.45839614273996	3.5636231733679
361.757458327859	3.51101967151797	3.45840694357338	3.56363239946256
362.197838334151	3.51102969717175	3.45841775754865	3.56364163679486
362.638754430426	3.51103973503011	3.45842858468174	3.56365088537848
363.080207269285	3.51104978510791	3.45843942498866	3.56366014522716
363.522197504125	3.51105984742001	3.45845027848542	3.5636694163546
363.964725789136	3.51106992198132	3.45846114518807	3.56367869877457
364.407792779306	3.51108000880675	3.45847202511268	3.56368799250082
364.85139913042	3.51109010791122	3.4584829182753	3.56369729754714
365.295545499058	3.51110021930969	3.45849382469206	3.56370661392731
365.740232542606	3.51111034301711	3.45850474437906	3.56371594165516
366.185460919244	3.51112047904848	3.45851567735245	3.56372528074451
366.631231287957	3.51113062741879	3.45852662362837	3.56373463120921
367.07754430853	3.51114078814307	3.45853758322301	3.56374399306313
367.524400641552	3.51115096123635	3.45854855615257	3.56375336632013
367.971800948418	3.5111611467137	3.45855954243327	3.56376275099414
368.419745891324	3.51117134459018	3.45857054208133	3.56377214709904
368.868236133276	3.5111815548809	3.45858155511301	3.56378155464879
369.317272338086	3.51119177760096	3.4585925815446	3.56379097365732
369.766855170372	3.51120201276549	3.45860362139238	3.56380040413861
370.216985295564	3.51121226038965	3.45861467467267	3.56380984610663
370.6676633799	3.5112225204886	3.45862574140182	3.56381929957539
371.118890090431	3.51123279307753	3.45863682159616	3.5638287645589
371.570666095017	3.51124307817164	3.45864791527208	3.56383824107119
372.022992062335	3.51125337578615	3.45865902244597	3.56384772912633
372.475868661872	3.51126368593631	3.45867014313425	3.56385722873837
372.929296563934	3.51127400863738	3.45868127735336	3.5638667399214
373.383276439639	3.51128434390463	3.45869242511974	3.56387626268952
373.837808960924	3.51129469175336	3.45870358644986	3.56388579705686
374.292894800545	3.51130505219889	3.45871476136024	3.56389534303754
374.748534632074	3.51131542525656	3.45872594986738	3.56390490064574
375.204729129906	3.51132581094171	3.45873715198781	3.5639144698956
375.661478969256	3.51133620926971	3.45874836773809	3.56392405080134
376.118784826159	3.51134662025597	3.4587595971348	3.56393364337714
376.576647377476	3.51135704391588	3.45877084019452	3.56394324763724
377.035067300891	3.51136748026488	3.45878209693389	3.56395286359588
377.494045274911	3.51137792931842	3.45879336736952	3.56396249126731
377.953581978871	3.51138839109195	3.45880465151808	3.56397213066581
378.413678092933	3.51139886560096	3.45881594939625	3.56398178180567
378.874334298086	3.51140935286096	3.45882726102071	3.56399144470121
379.33555127615	3.51141985288747	3.45883858640819	3.56400111936675
379.797329709771	3.51143036569602	3.45884992557542	3.56401080581663
380.25967028243	3.51144089130219	3.45886127853916	3.56402050406523
380.722573678438	3.51145142972155	3.45887264531618	3.56403021412691
381.186040582941	3.51146198096969	3.4588840259233	3.56403993601608
381.650071681915	3.51147254506223	3.45889542037731	3.56404966974716
382.114667662175	3.51148312201482	3.45890682869507	3.56405941533457
382.579829211371	3.5114937118431	3.45891825089342	3.56406917279277
383.04555701799	3.51150431456275	3.45892968698926	3.56407894213623
383.511851771356	3.51151493018945	3.45894113699948	3.56408872337943
383.978714161634	3.51152555873894	3.45895260094099	3.56409851653688
384.446144879828	3.51153620022692	3.45896407883075	3.56410832162309
384.914144617783	3.51154685466917	3.45897557068572	3.56411813865262
385.382714068188	3.51155752208144	3.45898707652287	3.56412796764
385.851853924572	3.51156820247952	3.45899859635921	3.56413780859983
386.321564881311	3.51157889587922	3.45901013021176	3.56414766154668
386.791847633626	3.51158960229638	3.45902167809757	3.56415752649518
387.262702877583	3.51160032174683	3.4590332400337	3.56416740345995
387.734131310097	3.51161105424644	3.45904481603724	3.56417729245563
388.206133628929	3.5116217998111	3.45905640612529	3.5641871934969
388.678710532693	3.51163255845671	3.45906801031499	3.56419710659842
389.151862720849	3.51164333019919	3.45907962862348	3.56420703177491
389.625590893712	3.5116541150545	3.45909126106792	3.56421696904107
390.099895752448	3.51166491303858	3.45910290766551	3.56422691841165
390.574777999077	3.51167572416743	3.45911456843347	3.5642368799014
391.050238336474	3.51168654845705	3.45912624338901	3.56424685352509
391.526277468369	3.51169738592345	3.4591379325494	3.56425683929751
392.002896099348	3.51170823658268	3.4591496359319	3.56426683723346
392.480094934856	3.5117191004508	3.45916135355381	3.56427684734778
392.957874681196	3.51172997754388	3.45917308543246	3.5642868696553
393.436236045532	3.51174086787803	3.45918483158516	3.56429690417089
393.915179735887	3.51175177146936	3.45919659202928	3.56430695090943
394.394706461147	3.51176268833402	3.45920836678221	3.56431700988582
394.87481693106	3.51177361848815	3.45922015586133	3.56432708111497
395.355511856241	3.51178456194795	3.45923195928407	3.56433716461182
395.836791948166	3.5117955187296	3.45924377706788	3.56434726039132
396.318657919179	3.51180648884933	3.45925560923021	3.56435736846845
396.801110482491	3.51181747232336	3.45926745578855	3.56436748885818
397.284150352183	3.51182846916797	3.4592793167604	3.56437762157553
397.767778243202	3.51183947939941	3.45929119216329	3.56438776663553
398.251994871367	3.511850503034	3.45930308201478	3.56439792405322
398.736800953369	3.51186154008804	3.45931498633243	3.56440809384366
399.222197206771	3.51187259057788	3.45932690513382	3.56441827602193
399.708184350008	3.51188365451986	3.45933883843658	3.56442847060314
400.194763102392	3.51189473193036	3.45935078625833	3.5644386776024
400.681934184109	3.51190582282579	3.45936274861674	3.56444889703484
401.169698316222	3.51191692722255	3.45937472552947	3.56445912891563
401.658056220673	3.51192804513708	3.45938671701423	3.56446937325993
402.14700862028	3.51193917658584	3.45939872308873	3.56447963008294
402.636556238745	3.51195032158529	3.45941074377072	3.56448989939987
403.126699800647	3.51196148015195	3.45942277907796	3.56450018122594
403.61744003145	3.51197265230232	3.45943482902823	3.56451047557641
404.108777657499	3.51198383805294	3.45944689363934	3.56452078246654
404.600713406024	3.51199503742036	3.45945897292912	3.56453110191161
405.093248005141	3.51200625042117	3.4594710669154	3.56454143392694
405.586382183852	3.51201747707195	3.45948317561608	3.56455177852783
406.080116672046	3.51202871738933	3.45949529904903	3.56456213572964
406.5744522005	3.51203997138994	3.45950743723217	3.56457250554771
407.069389500882	3.51205123909044	3.45951959018344	3.56458288799744
407.56492930575	3.51206252050751	3.4595317579208	3.56459328309422
408.061072348554	3.51207381565784	3.45954394046222	3.56460369085345
408.557819363636	3.51208512455815	3.4595561378257	3.56461411129059
409.055171086233	3.51209644722517	3.45956835002927	3.56462454442108
409.553128252477	3.51210778367568	3.45958057709098	3.56463499026039
410.051691599394	3.51211913392645	3.45959281902889	3.56464544882401
410.550861864911	3.51213049799427	3.45960507586108	3.56465592012746
411.050639787851	3.51214187589597	3.45961734760568	3.56466640418627
411.551026107935	3.51215326764839	3.45962963428081	3.56467690101597
412.052021565788	3.51216467326839	3.45964193590463	3.56468741063215
412.553626902934	3.51217609277284	3.45965425249531	3.56469793305038
413.055842861799	3.51218752617866	3.45966658407105	3.56470846828627
413.558670185717	3.51219897350277	3.45967893065009	3.56471901635545
414.062109618921	3.5122104347621	3.45969129225064	3.56472957727355
414.566161906556	3.51222190997362	3.459703668891	3.56474015105625
415.070827794669	3.51223339915432	3.45971606058943	3.56475073771922
415.576108030217	3.5122449023212	3.45972846736425	3.56476133727816
416.082003361069	3.51225641949129	3.4597408892338	3.56477194974879
416.588514536001	3.51226795068164	3.45975332621642	3.56478257514685
417.0956423047	3.5122794959093	3.45976577833049	3.5647932134881
417.603387417769	3.51229105519137	3.45977824559442	3.56480386478832
418.111750626722	3.51230262854496	3.45979072802662	3.56481452906331
418.620732683989	3.5123142159872	3.45980322564554	3.56482520632887
419.130334342916	3.51232581753524	3.45981573846964	3.56483589660085
419.640556357765	3.51233743320625	3.45982826651741	3.56484659989509
420.151399483718	3.51234906301742	3.45984080980737	3.56485731622748
420.662864476874	3.51236070698597	3.45985336835804	3.56486804561391
421.174952094255	3.51237236512913	3.45986594218798	3.56487878807028
421.687663093802	3.51238403746415	3.45987853131577	3.56488954361254
422.200998234381	3.51239572400832	3.45989113576001	3.56490031225662
422.71495827578	3.51240742477892	3.45990375553932	3.56491109401852
423.229543978713	3.51241913979328	3.45991639067236	3.5649218889142
423.744756104819	3.51243086906874	3.45992904117778	3.56493269695969
424.260595416666	3.51244261262265	3.45994170707428	3.56494351817102
424.777062677749	3.51245437047241	3.45995438838058	3.56495435256423
425.294158652491	3.5124661426354	3.45996708511541	3.56496520015539
425.811884106249	3.51247792912906	3.45997979729753	3.56497606096059
426.330239805309	3.51248972997083	3.45999252494573	3.56498693499594
426.84922651689	3.51250154517818	3.4600052680788	3.56499782227757
427.368845009146	3.5125133747686	3.46001802671558	3.56500872282161
427.889096051167	3.51252521875959	3.46003080087492	3.56501963664426
428.409980412976	3.51253707716868	3.46004359057569	3.56503056376167
428.931498865538	3.51254895001343	3.46005639583678	3.56504150419008
429.45365218075	3.51256083731141	3.46006921667713	3.56505245794569
429.976441131456	3.51257273908021	3.46008205311566	3.56506342504476
430.499866491436	3.51258465533745	3.46009490517135	3.56507440550355
431.023929035412	3.51259658610077	3.46010777286319	3.56508539933835
431.548629539053	3.51260853138782	3.46012065621018	3.56509640656547
432.073968778967	3.51262049121629	3.46013355523136	3.56510742720122
432.599947532712	3.51263246560388	3.46014646994579	3.56511846126196
433.126566578789	3.51264445456831	3.46015940037256	3.56512950876406
433.65382669665	3.51265645812732	3.46017234653075	3.56514056972388
434.181728666692	3.51266847629868	3.46018530843951	3.56515164415786
434.710273270266	3.51268050910019	3.46019828611798	3.5651627320824
435.239461289672	3.51269255654965	3.46021127958534	3.56517383351395
435.769293508161	3.51270461866488	3.46022428886079	3.56518494846898
436.299770709941	3.51271669546376	3.46023731396353	3.56519607696398
436.830893680171	3.51272878696414	3.46025035491283	3.56520721901545
437.362663204969	3.51274089318393	3.46026341172794	3.56521837463991
437.895080071408	3.51275301414104	3.46027648442815	3.56522954385392
438.428145067519	3.51276514985342	3.46028957303279	3.56524072667404
438.961858982293	3.51277730033902	3.46030267756119	3.56525192311686
439.496222605683	3.51278946561584	3.4603157980327	3.56526313319898
440.0312367286	3.51280164570187	3.46032893446672	3.56527435693703
440.566902142921	3.51281384061515	3.46034208688264	3.56528559434766
441.103219641485	3.51282605037372	3.46035525529991	3.56529684544753
441.640190018098	3.51283827499566	3.46036843973798	3.56530811025334
442.177814067531	3.51285051449906	3.46038164021633	3.56531938878179
442.716092585521	3.51286276890203	3.46039485675445	3.56533068104962
443.255026368779	3.51287503822272	3.46040808937188	3.56534198707356
443.794616214979	3.51288732247928	3.46042133808816	3.5653533068704
444.33486292277	3.5128996216899	3.46043460292288	3.56536464045691
444.875767291775	3.51291193587277	3.46044788389562	3.56537598784992
445.417330122585	3.51292426504613	3.460461181026	3.56538734906626
445.95955221677	3.51293660922823	3.46047449433368	3.56539872412277
446.502434376874	3.51294896843732	3.46048782383833	3.56541011303632
447.045977406419	3.51296134269172	3.46050116955962	3.56542151582382
447.590182109904	3.51297373200973	3.46051453151729	3.56543293250217
448.135049292807	3.51298613640969	3.46052790973106	3.56544436308831
448.680579761589	3.51299855590996	3.46054130422072	3.5654558075992
449.22677432369	3.51301099052892	3.46055471500603	3.5654672660518
449.773633787534	3.51302344028498	3.46056814210683	3.56547873846313
