Species	midT	logNe	medPred	meanPred	hpdi025	hpdi975	hpdi25	hpdi75	seMean	seMedian	se025	se975	Model
Panthera_pardus	87500	4.50465204097372	4.28197659017551	4.27806728213298	3.84509695559279	4.72375720607402	4.14008480660365	4.43731207881637	0.103368467809778	0.0545277631183422	2.13307356882591e-07	0.375175163027285	Human-only
Panthera_tigris_altaica	87500	4.49306098446198	4.49421124225219	4.49291386096989	3.98878336767305	4.91432022209846	4.37150308341554	4.67636288974174	0.0550469529213655	0.023976482577068	7.13441025184822e-09	0.221119530925495	Human-only
Panthera_tigris_dnaZoo	87500	4.39048289769593	4.4023012200822	4.39289767018936	3.96500363039259	4.82780240329051	4.24800830025104	4.55589689887857	0.0533867274197252	0.024875102111425	8.87549788399685e-08	0.190803193478989	Human-only
Panthera_tigris_jacksoni	87500	4.50233810967291	4.46026566326221	4.46525339828409	4.03039513107938	4.95323084745904	4.31612190954574	4.64456812669957	0.0607444028681704	0.0292243269884975	3.00609456796537e-08	0.219386307749879	Human-only
Panthera_uncia_dnaZoo	87500	3.81770126319826	3.86295683982472	3.86181553170096	3.42139448907097	4.32436555703491	3.70389175198579	4.01871125439093	0.0582781199157181	0.0278483719126396	2.28392945559173e-08	0.224803339979643	Human-only
Parahyaena_brunnea	87500	3.94461261286055	3.95973587571594	3.95826119344654	3.48054857832418	4.39130112737527	3.77172533757791	4.08191482197919	0.05359918991768	0.0248613983101517	3.38668808395977e-08	0.210289163139922	Human-only
Phacochoerus_africanus	87500	4.14659179642147	4.71197875519623	4.71486992283888	4.23272678136532	5.10166786186904	4.58444182037731	4.88559878246812	0.375336286405878	0.319662560262757	3.14830334135154e-05	0.865918233998518	Human-only
Pongo_abelii	87500	4.13653363526329	4.69581392881771	4.69219264129242	4.27757519163952	5.08689209507457	4.51977088122844	4.80613340076785	0.353870895700547	0.312794526685395	4.94798783022641e-05	0.819563632940635	Human-only
Pongo_pygmaeus	87500	3.96821879573627	4.34726983776497	4.34413363810823	3.88154134249447	4.78663314850237	4.20469567775773	4.51208185485807	0.196339760364254	0.143679952632056	1.67304759051329e-07	0.578936960095806	Human-only
Pongo_tapanuliensis	87500	4.73849950800528	4.79992020525767	4.80388800064043	4.37516678317492	5.25514983688181	4.62437323956624	4.92333251239015	0.0566650400221722	0.0247149500033053	1.1025108365894e-08	0.212700761323989	Human-only
Pseudois_nayaur	87500	4.97320377513652	5.01905091884374	5.01785467790288	4.54952228874215	5.48131348792518	4.84975127090353	5.15065507662115	0.0582112961872239	0.024473137404624	1.69720868303701e-08	0.226449554825319	Human-only
Puma_concolor_dnaZoo	87500	4.85673588689653	4.75650922140266	4.76030403071652	4.30073350924359	5.21663776383648	4.61898724545866	4.94518813667861	0.0645097035759785	0.0307012226030278	1.29275185406703e-08	0.252298185890201	Human-only
Rangifer_tarandus_caribou	87500	5.53167051499772	4.92224497482951	4.92034932030716	4.48716443791384	5.3651997101301	4.74027978470673	5.04754194123668	0.425200095715493	0.371399798274556	2.39245242482653e-05	0.956347186527823	Human-only
Rangifer_tarandus_sibiricus	87500	5.7908404879478	5.07346951935162	5.07659556213546	4.6110098196758	5.46948624004183	4.8930553475461	5.1798624692089	0.559600771635973	0.514621220617371	2.78442003641414e-06	1.18679908676344	Human-only
Rangifer_tarandus_tarandus	87500	5.3677126696775	5.08030784714815	5.08020672659684	4.563112808875	5.52002659154343	4.89071052654823	5.23465206927323	0.145001091808367	0.0846120520576091	1.49608628484092e-07	0.495424921138863	Human-only
Redunca_redunca	87500	4.71576693616963	4.66951870382774	4.67221897273471	4.22399500023523	5.10137051733051	4.52433083462995	4.83755991547944	0.0547010329741752	0.0256286391188359	6.33612303043519e-08	0.203027425355326	Human-only
Rhinoceros_unicornis	87500	3.62569538170532	4.02329080908445	4.02402293528488	3.55379917646715	4.4523621675493	3.85352725070176	4.16404523559728	0.211590155202801	0.158082184336592	2.20068164598261e-06	0.594978900322468	Human-only
Sus_scrofa_scrofa	87500	4.21052199862293	4.70579769480808	4.70419535424441	4.25691706414772	5.13296677435752	4.56512746818383	4.8812756843702	0.297047817219891	0.245298018974824	4.02508081582022e-05	0.735564964873274	Human-only
Syncerus_caffer	87500	5.03926833882458	4.85572184274831	4.85671554799369	4.34622567112659	5.29976781052986	4.68402681434245	5.01365730484116	0.092222180591579	0.0492063875016909	1.3221607328605e-08	0.33915332792433	Human-only
Tapirus_indicus_dnaZoo	87500	4.25023764854201	4.27892110744309	4.2801430605377	3.83170211037288	4.72786527936531	4.15282603596861	4.44625683046391	0.0535877797773499	0.0237993319364128	2.9211845878064e-07	0.209601659364362	Human-only
Tapirus_terrestris_dnaZoo	87500	4.96503984280122	4.87206501313507	4.87562341386382	4.45789356778834	5.34888698206053	4.66047761570939	4.96384658673424	0.0605148491662447	0.029631445434384	2.35568713454261e-09	0.210829954542227	Human-only
Tragelaphus_eurycerus	87500	4.81674526771826	4.64923710023819	4.64612581559898	4.16513508317936	5.0973065247603	4.43536073935003	4.75014672176344	0.0858457027697268	0.0413891185694922	3.71182999566714e-07	0.326531450102833	Human-only
Tragelaphus_oryx	87500	5.1539530696444	5.00751487923721	5.00511794232898	4.53489205350775	5.42907601101943	4.79648482650883	5.12041579960451	0.0772479980383034	0.0363319311753727	8.27718996604027e-09	0.289450549627829	Human-only
Tragelaphus_scriptus	87500	5.12346121669865	4.96993042193732	4.96259334662552	4.5469698459762	5.40318734176304	4.81578960130326	5.133119551763	0.0793579091668926	0.0332397083851242	1.07841611436598e-08	0.298809165777797	Human-only
Tragelaphus_spekii	87500	4.90107789270984	4.69207974810724	4.67730692981684	4.18972403781104	5.16348154144497	4.52518445974625	4.84324824581812	0.109726107594597	0.0526865646791331	3.08949513882907e-06	0.401508937057081	Human-only
Tragelaphus_strepsiceros	87500	4.5821870763091	4.53200775055688	4.53100129155688	4.05157808887716	4.98352025245658	4.39658648896798	4.70626566953609	0.0585243720245482	0.0262009699761068	3.77284391212973e-07	0.230656060193742	Human-only
Tremarctos_ornatus_dnaZoo	87500	3.97474178419675	4.2113750818914	4.2132000920376	3.78877035833792	4.66606276626556	4.05421743158562	4.35795577142498	0.108971409833325	0.063284600134306	2.32287795310479e-08	0.355780657588443	Human-only
Ursus_americanus_dnaZoo	87500	4.32515044440662	4.40432696892298	4.40336350327781	3.93362683574349	4.81970897006502	4.2297793336602	4.53509325523731	0.0564522979239998	0.0264025797251049	6.46125660759759e-09	0.209551820949019	Human-only
Ursus_arctos_dnaZoo	87500	4.25891111941696	4.37394046180687	4.37578333104977	3.94071303809846	4.85588135015381	4.20001494558836	4.51983079839402	0.0698973901625987	0.0292797997154206	1.71829492335738e-08	0.257774372896881	Human-only
Ursus_arctos_horribilis	87500	4.60521769903912	4.49326318926198	4.49606555902894	4.0369171800614	4.95495730262175	4.33069066736314	4.64271646850549	0.066429912905067	0.0305470395476986	1.33048681247508e-11	0.262015089377807	Human-only
Ursus_maritimus_dnaZoo	87500	3.91086294560937	3.95174965546126	3.94531024248383	3.52307051579396	4.41973302915216	3.83178328102965	4.1554479705307	0.0554227681764401	0.0281550557904806	4.33851549732668e-07	0.219880181390495	Human-only
Ursus_thibetanus_japonicus	87500	4.10434621866035	4.14108928882261	4.13331307627206	3.67342732712876	4.52941114600621	3.96405363426645	4.27550804258416	0.0511555211497335	0.0246819307069342	1.07118752295464e-07	0.185691091078813	Human-only
Ursus_thibetanus_thibetanus	87500	4.93420370044871	4.89469555963253	4.89757298676211	4.41874383152379	5.38265329947313	4.75347062260152	5.07418931739553	0.0607302625713903	0.0274876058586351	1.32335508242092e-08	0.245228361555504	Human-only
Vicugna_pacos_dnaZoo	87500	5.36139394939848	5.15811578120419	5.16250161893028	4.72757460075719	5.60492229378398	5.00826048068407	5.32816987994979	0.0935324551058517	0.0500033015057766	1.52075892688771e-07	0.313196778814696	Human-only
Vicugna_vicugna_mensalis	87500	4.89639879028574	4.91839526073661	4.92275009823375	4.48266832309527	5.38387528367976	4.7688476114032	5.06969982970381	0.0533456580885495	0.0233631358156867	1.29495022815109e-08	0.214152290380777	Human-only
Vicugna_vicugna_vicugna	87500	5.34161625890905	5.24760598069315	5.24738582725864	4.76082956323784	5.68199927426297	5.0779759945951	5.39203455059381	0.0652571108795225	0.032168571906704	2.87234580517485e-09	0.236099075496088	Human-only
Acinonyx_jubatus_dnaZoo	87500	4.18369504724325	4.29565568005866	4.29637073986859	3.6637581322204	4.91209589377883	4.06232003774078	4.4829198566596	0.113169561607689	0.0499082572144312	4.64534971450031e-09	0.441422688552162	Climate-only
Addax_nasomaculatus	87500	4.51062726444397	4.38909539866616	4.38282218789041	3.703151643901	4.99456108521707	4.20509571086272	4.65562185535555	0.127436618260235	0.0576658359466577	4.82816585395281e-10	0.493194207967272	Climate-only
Aepyceros_melampus	87500	4.34115743411853	4.57110671991371	4.57677060558366	3.97794760835621	5.19369523921964	4.39041195627241	4.8136963920638	0.154082549103574	0.07358653623693	9.50233077540322e-10	0.574156230999576	Climate-only
Ailuropoda_melanoleuca	87500	4.63327873600577	4.41060885194156	4.40713782238766	3.7518182819382	5.03206960660656	4.17381418470696	4.61716240553621	0.161088014065256	0.0775313673658841	4.88650903123341e-08	0.600497459100574	Climate-only
Alces_alces_gigas	87500	4.36216847546202	4.16383560337777	4.15651715742719	3.49843990127673	4.86211150899975	3.94542280356711	4.41009536092529	0.16367855072894	0.075974382025025	5.92402281137085e-09	0.615801359537525	Climate-only
Alces_alces_shirasi	87500	4.27998256608118	4.28816320457457	4.28674694007108	3.67287419078443	4.90029538452003	4.08615627270378	4.49543518138705	0.0965011923217084	0.0424364049590602	5.13625937867419e-08	0.379719960329809	Climate-only
Alces_americanus	87500	4.35720753783093	4.32107766857846	4.31993766751309	3.73099711472573	4.97536472820973	4.14891874442406	4.57039592722633	0.101333924451197	0.0446304080054335	9.50025067957317e-11	0.390302587484156	Climate-only
Ammotragus_lervia	87500	4.96213723078813	4.9307110218353	4.93272215843635	4.30389664483216	5.56975181866772	4.71566448854122	5.15488150237694	0.106780749719623	0.0493026783272334	9.06462197854585e-11	0.41071565860235	Climate-only
Antidorcas_marsupialis	87500	5.41813621007082	5.27939343806421	5.27590842654493	4.60983543557744	5.916392656257	5.06862841913915	5.522935643428	0.133182818663496	0.0602882277710661	1.11866558438811e-09	0.524827151399897	Climate-only
Antilocapra_americana	87500	4.88195574430025	4.87449932473011	4.87779085142937	4.25186716865945	5.50104302831703	4.6599906099996	5.08328619864774	0.102347240335311	0.0456016318692692	8.19879761453865e-11	0.394728614315195	Climate-only
Axis_porcinus	87500	4.9124196951453	5.00753022628786	5.01036785786404	4.35274576669532	5.6164627734634	4.77973486970809	5.21411561236351	0.115775613412163	0.0522831258048545	4.70829013714582e-10	0.436499647938954	Climate-only
Babyrousa_celebensis_dnaZoo	87500	5.50893656837077	5.19715273432286	5.1937570090636	4.51059102695288	5.92280900769405	5.00543132308243	5.49997983477816	0.231854669113886	0.116248400985647	2.9440112894701e-09	0.849008835466657	Climate-only
Beatragus_hunteri	87500	3.59434736963767	3.52909068948057	3.5211178828303	2.78403179046894	4.19820324747978	3.29138628418133	3.76821805810397	0.137477968252043	0.0602712629881547	4.2267755805049e-12	0.530095807290522	Climate-only
Bison_bison_dnaZoo	87500	4.37296957326383	4.45564449006056	4.4605078576637	3.83105032881006	5.05922725864575	4.24821721738486	4.66909657586791	0.106214771804341	0.0482825900453498	8.88802498057114e-09	0.411525466482523	Climate-only
Bison_bonasus	87500	4.86007165527509	4.744402149742	4.74037314142191	4.04281199362482	5.48449585301811	4.49362257672437	4.99215837202218	0.151338210567458	0.0711113110178064	5.21021131167313e-10	0.572854370204904	Climate-only
Bos_gaurus	87500	4.54345511056869	4.87666119546202	4.86978989790508	4.25780624323678	5.50218911770423	4.66731936727761	5.08984524820091	0.206330514257054	0.119941266622235	1.12519283911859e-09	0.704426410345727	Climate-only
Bos_grunniens	87500	4.66062446024489	4.49220878210318	4.48942118448355	3.76482163261481	5.19654123718201	4.25599011682407	4.74791022961684	0.165319097111115	0.0721682880915242	1.3678649173379e-09	0.644841360308803	Climate-only
Bos_indicus	87500	5.03508309430795	4.89976252718278	4.88937684117073	4.13007948191433	5.60357084722068	4.63234902319174	5.14399259396651	0.164953843991871	0.073911752054224	1.82792362899234e-08	0.630832789527718	Climate-only
Bos_javanicus	87500	4.82314800043937	4.5133549294473	4.5077481654174	3.81647379660151	5.15270661539114	4.28285944384041	4.72784934808602	0.215563850533042	0.110035891326439	8.20119494516452e-11	0.794355470223501	Climate-only
Bos_mutus	87500	4.68953267337073	4.48434073520512	4.4837163997827	3.80583140965301	5.17429695337732	4.2217034612687	4.695672854059	0.166054208449194	0.0776590528518514	6.83800226500435e-09	0.63401688027135	Climate-only
Bos_taurus	87500	4.42958889788654	4.40360188621534	4.40130067051376	3.71289372674408	5.01387841180594	4.19358668904429	4.64180004101149	0.111040205306879	0.0504723400886271	1.25278864220028e-09	0.434634085131621	Climate-only
Bubalus_bubalis	87500	5.14544973248231	4.85214120064913	4.85228195091666	4.17822454199358	5.54753124776741	4.62232105036546	5.09786378116071	0.209506605330142	0.10916837790766	3.26823036850127e-11	0.760020014316957	Climate-only
Budorcas_taxicolor	87500	4.46216315246693	4.38237026786464	4.37808129779056	3.76958847272472	5.03358848933333	4.15561981037466	4.58990182419566	0.11176732568187	0.0501640022515215	1.08820282833413e-12	0.429377697473419	Climate-only
Camelus_bactrianus	87500	4.59898304778493	4.67168344235148	4.67402833361957	4.04019141248273	5.26768806628833	4.44077729268107	4.86629830181054	0.105374379266579	0.0477107203520074	9.83525466900388e-10	0.394847751256543	Climate-only
Camelus_dromedarius	87500	4.30454501456692	4.46524380640074	4.46796045787502	3.87637437915041	5.10605667793881	4.23000097948645	4.65174035197717	0.125510184885667	0.0573863206801798	1.35162236888153e-09	0.484304325384651	Climate-only
Camelus_ferus	87500	4.68921318712188	4.67119979639538	4.67227043135976	4.0390720608506	5.30083335043993	4.44163491996187	4.87876739478006	0.106556042407361	0.0486010831221962	2.40079715581903e-09	0.401362668433482	Climate-only
Capra_aegagrus	87500	4.5916274256391	4.51865181881317	4.51211803123079	3.81003696443254	5.18722926630159	4.27802163846574	4.75032559520339	0.129224277101735	0.0583213063288415	3.48329352012121e-10	0.509222701635131	Climate-only
Capra_ibex	87500	4.83459133688893	4.75478987038773	4.75086945466096	4.08594294928851	5.44339391415243	4.51927535626363	4.98849080391529	0.128912284098418	0.0577052539495649	2.74449489452182e-11	0.502516238132679	Climate-only
Capra_sibirica	87500	4.85435768806513	4.72526432530012	4.72574276794403	4.01625422247265	5.42082192682566	4.51112904548599	4.98869822378567	0.145378369424845	0.0644893378651339	4.41537710465933e-09	0.562099678676639	Climate-only
Catagonus_wagneri	87500	4.62509558225384	4.41758851637437	4.41717567836809	3.73649413362228	5.07547203750058	4.21358882551422	4.67050468375352	0.159947381249196	0.0752970895820992	3.28867259409247e-08	0.607334446246268	Climate-only
Ceratotherium_simum_cottoni	87500	3.96588029748647	4.08237088212528	4.07615668533477	3.35054736664934	4.80056175653817	3.84795988937133	4.35840354754212	0.155032263808981	0.0719235618125224	1.0828953220875e-09	0.600194437454072	Climate-only
Ceratotherium_simum_simum	87500	4.10314641362858	3.98172368433685	3.97788728997167	3.26318154565544	4.71969888021007	3.75809019300147	4.26372173868674	0.155310534865834	0.0712704346742445	3.08211803606209e-12	0.592738349066832	Climate-only
Cervus_canadensis	87500	4.84637305643743	4.87047010078645	4.86888183470908	4.22182344636076	5.48742270679687	4.61787386092311	5.05342497900425	0.105418896433256	0.0477418750778207	2.97307242455572e-08	0.40488722815269	Climate-only
Cervus_elaphus_hippelaphus	87500	5.17600859317076	4.74750884428162	4.74533149326335	4.08062403276842	5.37317276891316	4.55872004700728	5.00237838933123	0.294555366232801	0.186586579090713	8.28885872145699e-08	0.968197610138311	Climate-only
Cervus_hanglu_yarkandensis	87500	4.78240127422102	4.63218541625942	4.63001337205021	3.90860435409552	5.36733199478093	4.40743439139037	4.89882349830299	0.160924636845333	0.0724342042452796	6.87868253510389e-10	0.62980327643078	Climate-only
Cervus_nippon	87500	5.07815851474144	4.77772068803295	4.77351684176342	4.07334641331465	5.42926140483348	4.5725553760658	5.02678182948974	0.211407044657225	0.106443547071654	2.66519437087117e-09	0.764924271459624	Climate-only
Connochaetes_taurinus	87500	4.68296644501087	4.82526408104341	4.82395997240577	4.18831034025677	5.44184197278704	4.62552093213561	5.05188547495103	0.12225268549792	0.0569586814538303	9.78091933175273e-09	0.470294882274734	Climate-only
Crocuta_crocuta_dnaZoo	87500	4.61226332754848	4.52363892983546	4.52490588279959	3.88096000346942	5.16225930605459	4.30537930942108	4.7492032452649	0.118060375896372	0.0529132087371875	8.75299984572143e-09	0.449206170074045	Climate-only
Dicerorhinus_sumatrensis_sumatrensis	87500	3.98002343610927	3.99749891100196	3.99642796140318	3.23157513262017	4.76678747045047	3.72270589642045	4.23944121631515	0.15320926911091	0.0669805826468537	2.45969986147887e-08	0.592603583575645	Climate-only
Diceros_bicornis	87500	3.92673693732228	4.41416087479548	4.4152300978369	3.81111366294281	5.00819769380635	4.21061393341693	4.62618144709987	0.33394628681608	0.238424071887865	4.81124546944891e-08	0.988610368507181	Climate-only
Diceros_bicornis_minor	87500	3.85079548100306	3.83895211446753	3.83315762137162	3.04045276208368	4.54724603324786	3.55815181269859	4.06881063173304	0.149014610683361	0.0663327789233151	5.12211648358083e-09	0.575131102195185	Climate-only
Elaphurus_davidianus	87500	4.90526404889013	4.73024061014045	4.7308721082123	4.11138050620322	5.34559968580354	4.51732898070306	4.94460585103181	0.130675766601131	0.0598945041418336	9.73275588831289e-09	0.502902796808516	Climate-only
Elephas_maximus	87500	3.30889701310265	3.36730455734474	3.36240598612422	2.62171572481859	4.06748433073572	3.08327973429827	3.58334768662755	0.13857095617273	0.064486877319985	2.19448069411001e-09	0.531543957291267	Climate-only
Equus_asinus	87500	4.63284231821982	4.60014411271151	4.60155068400496	3.97370454896296	5.23988895528295	4.36423037043306	4.79747087966723	0.10554571117416	0.0482487164053523	2.28813473461017e-09	0.405583896140542	Climate-only
Equus_asinus_somalicus	87500	4.22599049099821	4.41124697227898	4.41145688081865	3.80446184260768	5.02050943970738	4.23549001049899	4.64059820993276	0.12966642334905	0.0621993354871138	5.84537652125307e-13	0.493084780594146	Climate-only
Equus_caballus	87500	4.95195364515705	4.6690517007921	4.66563555033027	4.00813511788855	5.32196963605988	4.42443637260758	4.87868893523776	0.195755252465083	0.0990536418455115	5.53163692223179e-10	0.718649116163849	Climate-only
Equus_grevyi	87500	4.4366180799539	4.36192100070798	4.35829601703557	3.75108529341504	4.97596976021294	4.14284336767813	4.57134295063268	0.106644277186191	0.0486101521928613	6.44276441422593e-09	0.409134261116722	Climate-only
Equus_hemionus	87500	4.91927474654827	4.70669417374072	4.70407120539197	4.01129910976389	5.4163142780851	4.52563665885382	5.00494768358086	0.175931743520294	0.0775265237595755	2.63626004857379e-08	0.684370831906051	Climate-only
Equus_kiang	87500	4.12197447855803	4.19628061090483	4.18702073833715	3.43064015872483	4.92770744800371	3.92258419617872	4.44103258981801	0.152834983038989	0.0700663727364602	1.29604101137775e-08	0.578037873143206	Climate-only
Equus_quagga_dnaZoo	87500	5.12547509764945	4.83393121487252	4.82593242726302	4.06227703541233	5.50949944628586	4.59547002124353	5.07993490103074	0.222362632199573	0.10854571525328	3.40598141368653e-08	0.852528626366239	Climate-only
Equus_zebra_dnaZoo	87500	4.48595188368214	4.24187177862974	4.23821773393176	3.62221080897265	4.90444146188627	4.05234014150301	4.49252985701326	0.167328776876225	0.0794579910235835	1.57396880224724e-09	0.622715473754546	Climate-only
Giraffa_camelopardalis_antiquorum	87500	4.5433150537594	4.38316781029687	4.37747097516893	3.71945750761203	5.05851218608575	4.15598366930344	4.62380469093053	0.147437153985624	0.0650976709396889	1.37754071201564e-08	0.558383438033929	Climate-only
Giraffa_camelopardalis_rothschildi	87500	4.88982450293993	4.57528082934416	4.57058590421879	3.89721166557348	5.24381017249847	4.36548515192918	4.81841173541944	0.218384566917617	0.114111844613859	2.09400027133125e-10	0.779796500176595	Climate-only
Giraffa_tippelskirchi	87500	4.47923302831764	4.2522304609992	4.24842889117918	3.58936028310006	4.92825329292561	4.02176986443377	4.48004669649607	0.170775839843209	0.0795193539217071	1.37148001014915e-09	0.642344540838549	Climate-only
Gorilla_beringei_beringei	87500	3.9793402279679	4.06532903486275	4.06259950639658	3.29376835062983	4.80116388491555	3.79243426849831	4.31314697323523	0.155571089104705	0.0726069216130618	5.44038132855727e-12	0.600803446525806	Climate-only
Gorilla_beringei_graueri	87500	3.91718849958412	4.09419164879376	4.09540823648548	3.36349242724503	4.84977950681368	3.8263108986685	4.33703936170983	0.176788236100977	0.0806429158092894	3.58538733590748e-10	0.688625929118812	Climate-only
Gorilla_gorilla_diehli	87500	4.4296414319764	4.51325488720975	4.51244840558101	3.8879456285008	5.1993508674635	4.3128973317292	4.75559328385133	0.116134019049901	0.0517123350037446	1.01161027240848e-10	0.456020758699222	Climate-only
Gorilla_gorilla_gorilla	87500	4.21674391339632	4.17917684373478	4.17464290857113	3.50057492611217	4.87142456542228	3.94613218002861	4.40629852516488	0.123285483540468	0.0546421340660388	2.50708325038358e-10	0.486492249880095	Climate-only
Helarctos_malayanus_dnaZoo	87500	4.54884213051063	4.63651225283523	4.63556006339402	4.03543146014935	5.28270158707913	4.407092887765	4.84960528170446	0.111657143428861	0.0520996335108766	1.83721542005505e-12	0.428422444909178	Climate-only
Hemitragus_hylocrius	87500	3.84654673143815	4.2524148813514	4.25433892040425	3.58710746161039	4.90751839270096	4.03954935552508	4.49083922845416	0.278847622556606	0.16978907324618	1.2557520058752e-07	0.896199089838072	Climate-only
Hexaprotodon_liberiensis	87500	3.75599915929472	3.73717966132099	3.73411800912019	3.01632968773027	4.48632307610037	3.52433621300847	4.03012549978256	0.140385877225587	0.0645473633929022	2.17576256697403e-09	0.54481324830258	Climate-only
Hippopotamus_amphibius	87500	4.6219702007692	4.64789739626451	4.64883686067229	4.06129937074436	5.28095734877326	4.45113481302614	4.87220397756608	0.0999460453811193	0.0454760618049949	3.22241410824155e-11	0.387419342299667	Climate-only
Hippotragus_niger_niger	87500	4.64477276708799	4.52002441780935	4.52006424454272	3.82991489806181	5.22125532413081	4.25233444876589	4.73689029071129	0.142940790936502	0.0654155607956754	2.73791345182056e-10	0.537331411118992	Climate-only
Hyaena_hyaena	87500	4.32863475805684	4.17526428683517	4.16618171723618	3.50845007857897	4.86916651503091	3.94394430708578	4.40050301669082	0.146149381072729	0.0644630279475653	1.93898713769404e-10	0.573325549060146	Climate-only
Hydrochoerus_hydrochaeris_dnaZoo	87500	4.91331817234791	4.24741690205744	4.24248624019224	3.57167152810279	4.8743534027981	4.06289038737623	4.50804947474129	0.561099641345415	0.443424505314977	6.23344325631127e-08	1.49018553033872	Climate-only
Kobus_ellipsiprymnus	87500	5.01780772696844	4.89818182487421	4.8963343403169	4.30334854342412	5.51691430332012	4.69303029542266	5.11125598689499	0.110254339626241	0.0519479715802912	1.24261561381536e-09	0.413434082854767	Climate-only
Kobus_leche_leche	87500	4.62363410739738	4.50944744488147	4.50163852441984	3.73390047445982	5.24019762871163	4.25330638695074	4.75323035169019	0.158884002508512	0.0676279287107836	1.07355391968799e-08	0.627874628764322	Climate-only
Lama_glama_dnaZoo	87500	5.27796232160634	4.82620713811086	4.8229514712849	4.12682192892664	5.47373407591004	4.59443833575802	5.05516293331341	0.326563405336821	0.207684540312362	1.23247362133313e-08	1.06116003323608	Climate-only
Lama_guanicoe_cacsilensis	87500	4.7747509167649	4.646525847787	4.63835000737059	3.93219856222027	5.31252229872102	4.44248917914998	4.91464807745424	0.143360383700774	0.0616516328803458	1.36726120508888e-11	0.557901865631035	Climate-only
Lama_guanicoe_guanicoe	87500	4.86034382511744	4.9177100717733	4.9197021617219	4.29129805969863	5.53015527861459	4.74003026242566	5.17023243817709	0.105754121935577	0.0489610850078279	6.19360749501009e-12	0.399839216983248	Climate-only
Litocranius_walleri_dnaZoo	87500	4.62076930998621	4.73169117647622	4.73135928758016	4.05551023523938	5.30669252971156	4.51813297900428	4.94605035836088	0.114266457038946	0.0539829898943872	3.66158455999416e-08	0.430957122706731	Climate-only
Loxodonta_africana	87500	3.58003506344509	3.92366479760106	3.92209633563707	3.2804466790342	4.58522685841847	3.69559570132204	4.14943053463989	0.22931869474894	0.128732515558168	7.75162361109819e-10	0.793253942836936	Climate-only
Loxodonta_cyclotis	87500	3.93941950786524	4.48014980539804	4.48143080505047	3.86505398175609	5.06931324158227	4.30755827840889	4.71697095913948	0.389003951023264	0.292389258370147	4.88416813037489e-07	1.09830777799723	Climate-only
Macropus_fuliginosus_dnaZoo	87500	5.01923598983384	4.9176033990444	4.9165908564109	4.22383894143593	5.66096699113715	4.66537920860395	5.15499025996274	0.144416115053751	0.0646805723127418	2.48372753428467e-09	0.558658243125387	Climate-only
Macropus_giganteus_dnaZoo	87500	4.80628359144746	4.72208191203977	4.71855999912917	3.98875463570525	5.39911337572464	4.46252400894079	4.9453816036238	0.138012738789685	0.0623621604910906	1.31840477615363e-08	0.533015632331265	Climate-only
Macropus_rufus_dnaZoo	87500	4.87096554892021	4.78833208670486	4.78719733282915	4.1063280260317	5.48570092802672	4.51246080125522	4.99260962745479	0.131889136351022	0.0602928445520162	3.38365267615709e-09	0.4979085563435	Climate-only
Myrmecophaga_tridactyla	87500	4.83331652760755	4.95238944959102	4.95468764597327	4.35591395575741	5.560065106183	4.74520183775516	5.17278877565258	0.112652676807902	0.0516795036893554	3.42604331427221e-10	0.436960302572993	Climate-only
Nanger_granti	87500	4.54997007743973	4.48556136327081	4.4880928014672	3.82838601818366	5.17132826993513	4.25413553466739	4.72757863039348	0.123883780497896	0.0580818117494991	4.638624792651e-11	0.472129271975317	Climate-only
Odocoileus_hemionus_hemionus	87500	4.59142885493485	4.57180128970197	4.56275223266183	3.90118922520602	5.3298644411675	4.36688517119762	4.84617270524139	0.133098160306407	0.0580146709136843	3.03181596635141e-11	0.51357496321716	Climate-only
Odocoileus_hemionus_sitkensis	87500	4.76117842070107	4.51876706002901	4.51328439431597	3.85129303103078	5.21844467589711	4.29186111805756	4.75690037051374	0.183772883506568	0.0833323246547065	5.08933755349717e-09	0.712521087019334	Climate-only
Odocoileus_virginianus_borealis	87500	5.44559239258637	5.50109275736688	5.50237355436548	4.88288724267293	6.12799012480721	5.27852099193218	5.69586094596922	0.104549168317054	0.0463724648755679	2.02466772210646e-08	0.398474266123709	Climate-only
Odocoileus_virginianus_dnaZoo	87500	5.38552277016587	5.32069257688024	5.32224131352467	4.69071532116277	5.96081829198695	5.09302737563521	5.53053184015127	0.110056845771733	0.0510916058944023	1.00429247614245e-10	0.412891682221393	Climate-only
Okapia_johnstoni_dnaZoo	87500	4.825878726065	4.52310418751409	4.51960686208113	3.84306776594053	5.15327007559632	4.29624071238776	4.74577136887565	0.207017009458245	0.10670603524989	1.39896238787697e-10	0.741231039548643	Climate-only
Oreamnos_americanus	87500	4.32542153148995	4.21718663380605	4.20793477281189	3.48362317192143	4.92288557296431	3.97994491925027	4.47063062422323	0.149972201566723	0.0651126238996074	1.72781686513595e-09	0.585269894806756	Climate-only
Orycteropus_afer_dnaZoo	87500	4.46019039716799	4.3504905378283	4.34356172575006	3.70163348272426	5.01915668870336	4.10740960886063	4.56042222044188	0.125780003048356	0.0569943682143532	3.47837142013222e-08	0.485430003264728	Climate-only
Oryx_dammah_dnaZoo	87500	4.44809080198739	4.55340998252897	4.55436194993099	3.93299894061759	5.20726940163614	4.30812969001747	4.74571757865336	0.116528838426787	0.0522989702420393	5.75588165768675e-10	0.453708120758852	Climate-only
