Species	midT	logNe	medPred	meanPred	hpdi025	hpdi975	hpdi25	hpdi75	seMean	seMedian	se025	se975	Model
Gorilla_beringei_graueri	12500	3.050068915285	3.16866472754562	3.16097572965723	2.61684886351063	3.66680527606226	3.00655615524402	3.37163044614354	0.0887071269797798	0.0426848519612428	2.43563140630638e-06	0.34319799224956	Human-only
Gorilla_gorilla_diehli	12500	3.41747550348437	3.42389396923521	3.4268054235246	2.94162058296094	4.05860839374484	3.19186971882533	3.58235057806652	0.0818774327708818	0.039671127851799	5.33178741902457e-08	0.325952927993901	Human-only
Gorilla_gorilla_gorilla	12500	3.72303793508946	4.02420597672794	4.02295432515504	3.4843984353137	4.56882504394233	3.87112052066301	4.26186171226138	0.170155548372119	0.100862030899872	8.80863625411289e-08	0.562017115381499	Human-only
Helarctos_malayanus_dnaZoo	12500	4.01717635418594	4.09662240636025	4.09515392722903	3.53312686069887	4.72378876197943	3.90789585820132	4.3327185591598	0.103531686793407	0.0523503375736005	7.1160792034084e-08	0.400847088217368	Human-only
Hemitragus_hylocrius	12500	2.96607432788926	3.04291971688234	3.04759707242943	2.49716863019596	3.71913052937748	2.84522204648645	3.24920171904394	0.102775150046384	0.0451664905355614	4.06476123529587e-07	0.401855382825467	Human-only
Hexaprotodon_liberiensis	12500	3.05029616178709	3.18846615809734	3.19098716410747	2.671240066771	3.76082855194606	3.03118961354053	3.38941745782638	0.10108723378655	0.0461759395707843	3.04236287586663e-09	0.414502202855947	Human-only
Hippopotamus_amphibius	12500	3.64864849133261	3.70025282626635	3.69934001809652	3.10969260233696	4.26988075478315	3.4539915821944	3.84243587918305	0.0918532775442702	0.0377539314109055	1.29940870834666e-07	0.343381343563772	Human-only
Hippotragus_niger_niger	12500	3.92435851490672	4.19140870662208	4.18243990875936	3.56588358617662	4.73124574536578	3.95660133912508	4.38671237584255	0.16305378529273	0.0912093272683506	4.0430100912661e-09	0.565916909063175	Human-only
Hyaena_hyaena	12500	3.61530108869292	3.84335475172756	3.84257758530611	3.30102884649432	4.50808174159152	3.69269198955628	4.12316362199405	0.148732555518211	0.0710993997366221	1.01058494019908e-07	0.55296785004897	Human-only
Hydrochoerus_hydrochaeris_dnaZoo	12500	3.89540858633312	3.92738794884331	3.92365191795916	3.36123216929881	4.52910645552145	3.75143243426328	4.17188718872117	0.0938732927555217	0.0477272360513732	3.26594101672126e-08	0.3506061269222	Human-only
Kobus_ellipsiprymnus	12500	4.20789707806062	4.36837237855699	4.36348818193481	3.79539308322388	4.98459361219236	4.16122058373344	4.53743108141251	0.114341444075031	0.0500908764931789	3.57521808619115e-06	0.468498464800881	Human-only
