midT	logNe	nType
62500	4.33355611516271	Observed
87500	4.34641811207633	Observed
12500	3.96229018385311	Observed
37500	4.49439328075435	Observed
62500	4.65181471710044	Observed
87500	4.66745470092624	Observed
12500	3.5724839618948	Observed
37500	4.1084510590783	Observed
62500	4.39700546340623	Observed
87500	4.50465204097372	Observed
12500	3.43935864698417	Observed
37500	4.36583817071757	Observed
62500	4.53933470686007	Observed
87500	4.49306098446198	Observed
12500	3.71633049780878	Observed
37500	4.40855945655092	Observed
62500	4.42853518824784	Observed
87500	4.39048289769593	Observed
12500	3.67110880405326	Observed
37500	4.40476713697569	Observed
62500	4.55599653289251	Observed
87500	4.50233810967291	Observed
12500	3.51571490223776	Observed
37500	3.71205552066746	Observed
62500	3.80607561487054	Observed
87500	3.81770126319826	Observed
12500	3.55494230001385	Observed
37500	3.93558695277865	Observed
62500	3.90828243557296	Observed
87500	3.94461261286055	Observed
12500	4.9573613665093	Observed
37500	5.04688199312171	Observed
62500	4.3358028269547	Observed
87500	4.14659179642147	Observed
12500	3.47540830608327	Observed
37500	3.57069186106417	Observed
62500	4.0195391902452	Observed
87500	4.13653363526329	Observed
12500	3.44569598942337	Observed
37500	3.94568345136456	Observed
62500	4.57610381747691	Observed
87500	3.96821879573627	Observed
12500	3.46056097495897	Observed
37500	3.50754964737826	Observed
62500	3.72185412862302	Observed
87500	4.73849950800528	Observed
12500	4.25961943780499	Observed
37500	4.53365171125909	Observed
62500	4.8593155431867	Observed
87500	4.97320377513652	Observed
12500	3.42692827635035	Observed
37500	4.48236112618534	Observed
62500	4.85821275535103	Observed
87500	4.85673588689653	Observed
12500	4.15399768197744	Observed
37500	4.31822109373506	Observed
62500	4.96669781940197	Observed
87500	5.53167051499772	Observed
12500	3.86601732378607	Observed
37500	5.36894600179324	Observed
62500	5.73291984185693	Observed
87500	5.7908404879478	Observed
12500	4.03971905486281	Observed
37500	5.6094026015394	Observed
62500	5.72507333223261	Observed
87500	5.3677126696775	Observed
12500	4.07318211339642	Observed
37500	4.64694962885037	Observed
62500	4.69510864845215	Observed
87500	4.71576693616963	Observed
12500	3.06477086518061	Observed
37500	3.67785424380045	Observed
62500	3.644267566466	Observed
87500	3.62569538170532	Observed
12500	3.96445564120674	Observed
37500	4.17489819903418	Observed
62500	4.49920341841812	Observed
87500	4.21052199862293	Observed
12500	4.46174389492948	Observed
37500	4.48633989855334	Observed
62500	4.91020260589083	Observed
87500	5.03926833882458	Observed
12500	3.40505687537904	Observed
37500	3.89102239297031	Observed
62500	4.072746160371	Observed
87500	4.25023764854201	Observed
12500	4.07426843807199	Observed
37500	4.7379277471705	Observed
62500	4.98756696600137	Observed
87500	4.96503984280122	Observed
12500	3.58531797425778	Observed
37500	4.40671230154217	Observed
62500	4.6545141715526	Observed
87500	4.81674526771826	Observed
12500	4.4069625652783	Observed
37500	4.92239348669547	Observed
62500	5.08894893788923	Observed
87500	5.1539530696444	Observed
12500	4.35112046886021	Observed
37500	4.89884862975339	Observed
62500	4.99566850512673	Observed
87500	5.12346121669865	Observed
12500	3.47725860896033	Observed
37500	3.94905135231351	Observed
62500	4.64114793268991	Observed
87500	4.90107789270984	Observed
12500	4.37234076154413	Observed
37500	4.42060801725576	Observed
62500	4.63298085170499	Observed
87500	4.5821870763091	Observed
12500	3.49635960390339	Observed
37500	3.79889110008105	Observed
62500	3.9067447378985	Observed
87500	3.97474178419675	Observed
12500	3.30185427282848	Observed
37500	4.0563743681804	Observed
62500	4.20902974023629	Observed
87500	4.32515044440662	Observed
12500	3.44005731806437	Observed
37500	3.69862426940078	Observed
62500	3.94192917811502	Observed
87500	4.25891111941696	Observed
12500	3.68135024469234	Observed
37500	3.9974552067199	Observed
62500	4.32510146990993	Observed
87500	4.60521769903912	Observed
12500	3.81427758482347	Observed
37500	3.6666948933116	Observed
62500	3.83074537380626	Observed
87500	3.91086294560937	Observed
12500	3.41875784196525	Observed
37500	4.11154689845032	Observed
62500	4.17192679600109	Observed
87500	4.10434621866035	Observed
12500	4.05095778538362	Observed
37500	4.86027837949221	Observed
62500	4.98683043432715	Observed
87500	4.93420370044871	Observed
12500	3.83868719704747	Observed
37500	4.64669845640765	Observed
62500	5.19934850610488	Observed
87500	5.36139394939848	Observed
12500	3.67604834692533	Observed
37500	4.55184543661071	Observed
62500	4.85092866047924	Observed
87500	4.89639879028574	Observed
12500	3.91234289727781	Observed
37500	4.50412636661978	Observed
62500	5.21174838714983	Observed
87500	5.34161625890905	Observed
12500	4.32965865639131	Predicted
37500	4.30638202133562	Predicted
62500	4.31541098467202	Predicted
87500	4.25955644095524	Predicted
12500	4.49207796523806	Predicted
37500	4.14227368343358	Predicted
62500	4.217280157897	Predicted
87500	4.32253603787462	Predicted
12500	4.82953373244373	Predicted
37500	4.19923052382787	Predicted
62500	4.34089942231706	Predicted
87500	4.33479186067494	Predicted
12500	4.43105598537919	Predicted
37500	4.23951370910845	Predicted
62500	4.28193912947953	Predicted
87500	4.30120346242912	Predicted
12500	4.31421186782303	Predicted
37500	4.0693025435166	Predicted
62500	4.12253659971375	Predicted
87500	4.15821587585801	Predicted
12500	4.27943366093925	Predicted
37500	4.03093597790183	Predicted
62500	4.0839625693515	Predicted
87500	4.06670095332291	Predicted
12500	4.28036138017573	Predicted
37500	4.12069872634909	Predicted
62500	4.15389851627025	Predicted
87500	4.13079833092167	Predicted
12500	4.58914160519878	Predicted
37500	5.33991919265378	Predicted
62500	5.18598537904773	Predicted
87500	4.65756288786577	Predicted
12500	5.26687572312859	Predicted
37500	5.46023115217909	Predicted
62500	5.412857310462	Predicted
87500	5.40463625920875	Predicted
12500	4.75123076654369	Predicted
37500	4.77747016257498	Predicted
62500	4.76863876884257	Predicted
87500	4.75065281216225	Predicted
12500	4.99539973597749	Predicted
37500	4.90747722106135	Predicted
62500	4.91428900340814	Predicted
87500	5.2002177689964	Predicted
12500	5.13661517048064	Predicted
37500	5.47374860144255	Predicted
62500	5.39175525488686	Predicted
87500	5.47645901101777	Predicted
12500	3.88909327953776	Predicted
37500	3.73782906498072	Predicted
62500	3.77632641428526	Predicted
87500	3.69716885266049	Predicted
12500	4.51300741698928	Predicted
37500	4.22171500475845	Predicted
62500	4.29066455438915	Predicted
87500	4.28589754893478	Predicted
12500	4.85340351131477	Predicted
37500	4.77497010512159	Predicted
62500	4.79377753028617	Predicted
87500	4.76960674166923	Predicted
12500	5.01546321611421	Predicted
37500	4.62923661989799	Predicted
62500	4.71920514468032	Predicted
87500	4.71281331236316	Predicted
12500	4.57773291271673	Predicted
37500	4.62436284694364	Predicted
62500	4.61031026244037	Predicted
87500	4.68475318294325	Predicted
12500	5.11913365433889	Predicted
37500	5.31589093302379	Predicted
62500	5.27174866800488	Predicted
87500	5.23953600222892	Predicted
12500	4.55696826864356	Predicted
37500	4.6078984223575	Predicted
62500	4.59064699542046	Predicted
87500	4.69397820587605	Predicted
12500	4.56971746212373	Predicted
37500	4.6600188814155	Predicted
62500	4.64066155784204	Predicted
87500	4.65896610861347	Predicted
12500	4.51736198335672	Predicted
37500	4.34908741377115	Predicted
62500	4.38929412250426	Predicted
87500	4.40123527257355	Predicted
12500	4.96628903732381	Predicted
37500	5.20723192221305	Predicted
62500	5.14840512732088	Predicted
87500	5.22021476740751	Predicted
12500	4.51888568324223	Predicted
37500	3.83652388172182	Predicted
62500	3.98632872510524	Predicted
87500	4.22691193072558	Predicted
12500	4.64979504789604	Predicted
37500	4.57815842020373	Predicted
62500	4.59551086745121	Predicted
87500	4.59295740380283	Predicted
12500	4.54052307004727	Predicted
37500	4.18860795850712	Predicted
62500	4.26715630062937	Predicted
87500	4.34357575919437	Predicted
12500	4.50810307228172	Predicted
37500	4.61212010544712	Predicted
62500	4.59178831480835	Predicted
87500	4.53439127406268	Predicted
12500	4.69945381794911	Predicted
37500	4.83300664267107	Predicted
62500	4.80350726560502	Predicted
87500	4.75675637123594	Predicted
12500	4.83516551391242	Predicted
37500	4.98651641608349	Predicted
62500	4.95020704582925	Predicted
87500	4.95017745473574	Predicted
12500	4.84195420222761	Predicted
37500	4.9991973183407	Predicted
62500	4.96329938855021	Predicted
87500	4.95456930647167	Predicted
12500	4.41397128458135	Predicted
37500	4.51121343728707	Predicted
62500	4.48785204759365	Predicted
87500	4.50829457552379	Predicted
12500	4.45762495643696	Predicted
37500	4.41751152267378	Predicted
62500	4.43312784931569	Predicted
87500	4.32289016691945	Predicted
12500	4.35993803112662	Predicted
37500	3.79631107135535	Predicted
62500	3.92488777107261	Predicted
87500	3.97092655739499	Predicted
12500	4.79730423811303	Predicted
37500	4.88899434108357	Predicted
62500	4.8638738953015	Predicted
87500	4.90809151497311	Predicted
12500	4.72280723507033	Predicted
37500	4.41032529007061	Predicted
62500	4.47372350372263	Predicted
87500	4.72562005027215	Predicted
12500	4.81900838458209	Predicted
37500	4.98209321690272	Predicted
62500	4.94610878595436	Predicted
87500	4.91544500593788	Predicted
12500	4.79233426712197	Predicted
37500	4.85755849543034	Predicted
62500	4.84027633518596	Predicted
87500	4.98730415467768	Predicted
12500	4.83999465826066	Predicted
37500	5.02519480291649	Predicted
62500	4.98474642607377	Predicted
87500	4.96587418869826	Predicted
12500	4.57401508372877	Predicted
37500	4.57213153790049	Predicted
62500	4.56827349365284	Predicted
87500	4.59977400886554	Predicted
12500	4.46802488828303	Predicted
37500	4.36229628467061	Predicted
62500	4.38870587260532	Predicted
87500	4.284770137487	Predicted
12500	4.58463304034315	Predicted
37500	4.45676370947553	Predicted
62500	4.48188435970831	Predicted
87500	4.46521981686417	Predicted
12500	4.33519197564377	Predicted
37500	4.12997352221931	Predicted
62500	4.18204582889709	Predicted
87500	4.08828792603025	Predicted
12500	4.66078329612542	Predicted
37500	4.86628739717402	Predicted
62500	4.81641891794153	Predicted
87500	4.88081293030147	Predicted
12500	3.73923354636423	Predicted
37500	3.44803871369872	Predicted
62500	3.5163054903956	Predicted
87500	3.4314519348266	Predicted
12500	4.47095760412706	Predicted
37500	4.4203127108435	Predicted
62500	4.42901106905064	Predicted
87500	4.56396814431409	Predicted
12500	4.27489713516855	Predicted
37500	4.73602283061907	Predicted
62500	4.64097827011997	Predicted
87500	4.334842843786	Predicted
12500	4.53007114114104	Predicted
37500	5.11653501089864	Predicted
62500	4.97565703465651	Predicted
87500	5.08716655796923	Predicted
12500	4.32262983387027	Predicted
37500	4.31698599180366	Predicted
62500	4.31585086787045	Predicted
87500	4.37037021490828	Predicted
12500	4.85765098175435	Predicted
37500	4.9961667399081	Predicted
62500	4.96428262688304	Predicted
87500	4.97116490957902	Predicted
12500	4.6640196930424	Predicted
37500	4.28912600093261	Predicted
62500	4.38036894474197	Predicted
87500	4.22054725882856	Predicted
12500	4.90744909858377	Predicted
37500	5.03457675062727	Predicted
62500	5.00668191429895	Predicted
87500	5.04956850246093	Predicted
12500	4.16842253670697	Predicted
37500	4.32318075542855	Predicted
62500	4.2876410587051	Predicted
87500	4.33305140658881	Predicted
12500	4.41199329590921	Predicted
37500	4.45333662856201	Predicted
62500	4.44658623164799	Predicted
87500	4.4185443392058	Predicted
12500	4.66336301641392	Predicted
37500	4.62195275020196	Predicted
62500	4.63101560051751	Predicted
87500	4.67681866102879	Predicted
12500	4.44167151878474	Predicted
37500	4.26028433390637	Predicted
62500	4.30293221182488	Predicted
87500	4.32756166821991	Predicted
12500	4.49160478959465	Predicted
37500	4.39987980849051	Predicted
62500	4.42823706695135	Predicted
87500	4.17268121143183	Predicted
12500	4.50574113770441	Predicted
37500	4.31306736671708	Predicted
62500	4.36608915680684	Predicted
87500	4.17927820834656	Predicted
12500	4.56237228588708	Predicted
37500	4.44164153707173	Predicted
62500	4.469500940105	Predicted
87500	4.44628927553166	Predicted
12500	4.3345951253638	Predicted
37500	4.29435669670997	Predicted
62500	4.30643463178992	Predicted
87500	4.28622007354342	Predicted
12500	4.56945148383102	Predicted
37500	4.6014730148675	Predicted
62500	4.59580316712905	Predicted
87500	4.58948113257704	Predicted
12500	4.48140180329667	Predicted
37500	4.13276259070601	Predicted
62500	4.21952444038802	Predicted
87500	4.05450535175284	Predicted
12500	4.05885046129905	Predicted
37500	3.99821038641617	Predicted
62500	4.01433819076188	Predicted
87500	3.93863037150209	Predicted
12500	4.62141275899941	Predicted
37500	4.5909897722007	Predicted
62500	4.6003777203631	Predicted
87500	4.58058866529178	Predicted
12500	4.68300359233406	Predicted
37500	4.90519926606973	Predicted
62500	4.85593479620626	Predicted
87500	4.85776080352114	Predicted
12500	4.27606131535775	Predicted
37500	4.29031464215182	Predicted
62500	4.28627010845871	Predicted
87500	4.31135918690949	Predicted
12500	4.23558356039892	Predicted
37500	4.04481297719283	Predicted
62500	4.07829171644864	Predicted
87500	4.36416242297871	Predicted
12500	4.81792054947991	Predicted
37500	4.8757180958897	Predicted
62500	4.86079416996221	Predicted
87500	4.89979289823091	Predicted
12500	4.80177208363376	Predicted
37500	4.98164488836921	Predicted
62500	4.94222937609241	Predicted
87500	4.87601315526959	Predicted
12500	4.76655524801432	Predicted
37500	5.0295513520043	Predicted
62500	4.96308688761848	Predicted
87500	5.08616730427443	Predicted
12500	4.8265994787973	Predicted
37500	4.98524057930547	Predicted
62500	4.94900172295625	Predicted
87500	4.99554162279724	Predicted
12500	4.89742867850465	Predicted
37500	4.90237235991312	Predicted
62500	4.89510764697304	Predicted
87500	5.03599762154691	Predicted
12500	4.60654680375614	Predicted
37500	4.7155820889767	Predicted
62500	4.69584457944433	Predicted
87500	4.62802416431254	Predicted
12500	4.04789800489447	Predicted
37500	4.25207025127421	Predicted
62500	4.20367567094922	Predicted
87500	4.15629153788619	Predicted
12500	4.75019238703531	Predicted
37500	4.22239493138593	Predicted
62500	4.33961815653023	Predicted
87500	4.36939754597806	Predicted
12500	5.1824848183739	Predicted
37500	4.89258210922563	Predicted
62500	4.95727709118299	Predicted
87500	4.97755593620766	Predicted
12500	4.92784964637011	Predicted
37500	5.15571519161907	Predicted
62500	5.10303294950764	Predicted
87500	5.07766381940089	Predicted
12500	4.93774983474601	Predicted
37500	5.24264986356902	Predicted
62500	5.17096972144903	Predicted
87500	5.19438161298539	Predicted
12500	4.87843058258801	Predicted
37500	5.11112428299429	Predicted
62500	5.05966613543895	Predicted
87500	5.00365495562704	Predicted
12500	4.7652376203067	Predicted
37500	4.57057469865826	Predicted
62500	4.61739568369565	Predicted
87500	4.58393525539792	Predicted
12500	4.80725564134649	Predicted
37500	4.84906068303855	Predicted
62500	4.84540843335765	Predicted
87500	4.73172197266357	Predicted
12500	4.66972961753211	Predicted
37500	4.86397026963723	Predicted
62500	4.817061990857	Predicted
87500	4.85207257861006	Predicted
12500	5.42190571456833	Predicted
37500	5.55685671171153	Predicted
62500	5.52380303971473	Predicted
87500	5.50195009077613	Predicted
12500	5.34581635145568	Predicted
37500	5.4316802241943	Predicted
62500	5.41349642014971	Predicted
87500	5.4255812899001	Predicted
12500	4.57703261348021	Predicted
37500	4.58446254209021	Predicted
62500	4.57833778590867	Predicted
87500	4.69098772195893	Predicted
12500	4.43005555568508	Predicted
37500	4.23495198563653	Predicted
62500	4.282062408041	Predicted
87500	4.2601582382418	Predicted
12500	4.42561453506732	Predicted
37500	4.3004587703782	Predicted
62500	4.33139170969337	Predicted
87500	4.36255650840447	Predicted
12500	4.68634302695281	Predicted
37500	3.96927475030036	Predicted
62500	4.11367979072935	Predicted
87500	4.65317211812887	Predicted
12500	4.40513261816564	Predicted
37500	4.90912831879651	Predicted
62500	4.79158907808808	Predicted
87500	4.86249212741634	Predicted
12500	4.33099700603702	Predicted
37500	4.29350629835611	Predicted
62500	4.30434211632777	Predicted
87500	4.29552018259358	Predicted
